X,Y,FID,foottraffic
-9622857.53433742,3825515.77044744,2427,124
-9622857.53433742,3825515.77044744,2428,124
-9608861.33475998,3759673.80841224,2429,90
-9608861.33475998,3759673.80841224,2430,90
-9608861.33475998,3759673.80841224,2431,90
-9608861.33475998,3759673.80841224,2432,90
-9608861.33475998,3759673.80841224,2433,90
-9631568.284492,3822309.81302636,2434,115
-9631568.284492,3822309.81302636,2435,115
-9631568.284492,3822309.81302636,2436,115
-9631568.284492,3822309.81302636,2437,115
-9631568.284492,3822309.81302636,2438,115
-9624882.43587495,3822906.08202422,2439,102
-9624882.43587495,3822906.08202422,2440,102
-9624882.43587495,3822906.08202422,2441,102
-9624882.43587495,3822906.08202422,2442,102
-9624882.43587495,3822906.08202422,2443,102
-9624882.43587495,3822906.08202422,2444,102
-9591283.98716373,3825757.24177514,2445,89
-9591283.98716373,3825757.24177514,2446,89
-9591283.98716373,3825757.24177514,2447,89
-9591283.98716373,3825757.24177514,2448,89
-9591283.98716373,3825757.24177514,2449,89
-9591283.98716373,3825757.24177514,2450,89
-9591283.98716373,3825757.24177514,2451,89
-9591283.98716373,3825757.24177514,2452,89
-9591283.98716373,3825757.24177514,2453,89
-9591283.98716373,3825757.24177514,2454,89
-9591283.98716373,3825757.24177514,2455,89
-9591283.98716373,3825757.24177514,2456,89
-9591283.98716373,3825757.24177514,2457,89
-9591283.98716373,3825757.24177514,2458,89
-9591283.98716373,3825757.24177514,2459,89
-9591283.98716373,3825757.24177514,2460,89
-9614697.81566228,3832571.92454411,2461,122
-9614697.81566228,3832571.92454411,2462,122
-9656795.50749557,3828124.71249485,2463,136
-9622327.65356125,3824428.55051429,2464,106
-9622327.65356125,3824428.55051429,2465,106
-9622327.65356125,3824428.55051429,2466,106
-9616722.71719981,3836166.28929777,2467,121
-9616722.71719981,3836166.28929777,2468,121
-9616722.71719981,3836166.28929777,2469,121
-9616722.71719981,3836166.28929777,2470,121
-9616722.71719981,3836166.28929777,2471,121
-9616722.71719981,3836166.28929777,2472,121
-9616722.71719981,3836166.28929777,2473,121
-9616722.71719981,3836166.28929777,2474,121
-9616722.71719981,3836166.28929777,2475,121
-9616722.71719981,3836166.28929777,2476,121
-9643092.07817892,3832597.01001593,2477,90
-9643092.07817892,3832597.01001593,2478,90
-9626187.10030705,3838827.77215499,2479,90
-9626187.10030705,3838827.77215499,2480,90
-9626187.10030705,3838827.77215499,2481,90
-9626187.10030705,3838827.77215499,2482,90
-9626187.10030705,3838827.77215499,2483,90
-9626187.10030705,3838827.77215499,2484,90
-9626187.10030705,3838827.77215499,2485,90
-9626187.10030705,3838827.77215499,2486,90
-9626187.10030705,3838827.77215499,2487,90
-9626187.10030705,3838827.77215499,2488,90
-9623666.82703549,3822809.77991743,2489,102
-9623666.82703549,3822809.77991743,2490,102
-9522626.57802207,3683806.16731525,2491,112
-9522626.57802207,3683806.16731525,2492,112
-9628144.0969552,3834176.1812443,2493,90
-9628144.0969552,3834176.1812443,2494,90
-9633694.48676615,3819347.37993621,2495,36
-9623652.35550169,3823300.53304312,2496,179
-9665343.73119358,3774428.7052331,2497,71
-9665343.73119358,3774428.7052331,2498,71
-9665343.73119358,3774428.7052331,2499,71
-9665343.73119358,3774428.7052331,2500,71
-9665343.73119358,3774428.7052331,2501,71
-9665343.73119358,3774428.7052331,2502,71
-9627947.06145649,3824403.48229604,2503,111
-9627947.06145649,3824403.48229604,2504,111
-9627947.06145649,3824403.48229604,2505,111
-9625024.92482317,3824340.15229601,2506,101
-9689979.84770104,3817279.65377166,2507,111
-9626064.64886718,3823276.78645761,2508,97
-9619643.74063822,3825804.74490919,2509,227
-9619643.74063822,3825804.74490919,2510,227
-9619643.74063822,3825804.74490919,2511,227
-9620058.96233888,3827771.01352481,2512,104
-9620058.96233888,3827771.01352481,2513,104
-9620058.96233888,3827771.01352481,2514,104
-9620058.96233888,3827771.01352481,2515,104
-9620058.96233888,3827771.01352481,2516,104
-9626737.01859157,3833394.49161341,2517,90
-9626737.01859157,3833394.49161341,2518,90
-9626737.01859157,3833394.49161341,2519,90
-9626737.01859157,3833394.49161341,2520,90
-9626737.01859157,3833394.49161341,2521,90
-9626737.01859157,3833394.49161341,2522,90
-9626737.01859157,3833394.49161341,2523,90
-9626737.01859157,3833394.49161341,2524,90
-9626737.01859157,3833394.49161341,2525,90
-9626737.01859157,3833394.49161341,2526,90
-9629122.59527927,3823067.02701283,2527,116
-9629122.59527927,3823067.02701283,2528,116
-9629122.59527927,3823067.02701283,2529,116
-9620696.82302113,3823139.58489255,2530,91
-9620696.82302113,3823139.58489255,2531,91
-9620696.82302113,3823139.58489255,2532,91
-9620696.82302113,3823139.58489255,2533,91
-9625751.84109805,3821795.35717386,2534,99
-9620825.95363045,3827142.82789423,2535,104
-9620825.95363045,3827142.82789423,2536,104
-9620825.95363045,3827142.82789423,2537,104
-9620825.95363045,3827142.82789423,2538,104
-9620825.95363045,3827142.82789423,2539,104
-9620825.95363045,3827142.82789423,2540,104
-9556314.08232593,3679151.46350505,2541,49
-9556314.08232593,3679151.46350505,2542,49
-9556314.08232593,3679151.46350505,2543,49
-9556314.08232593,3679151.46350505,2544,49
-9619025.91746432,3840576.88346158,2545,122
-9619025.91746432,3840576.88346158,2546,122
-9619025.91746432,3840576.88346158,2547,122
-9619025.91746432,3840576.88346158,2548,122
-9619025.91746432,3840576.88346158,2549,122
-9621084.21484909,3810801.87331931,2550,148
-9621084.21484909,3810801.87331931,2551,148
-9621084.21484909,3810801.87331931,2552,148
-9621084.21484909,3810801.87331931,2553,148
-9621084.21484909,3810801.87331931,2554,148
-9621084.21484909,3810801.87331931,2555,148
-9621084.21484909,3810801.87331931,2556,148
-9621084.21484909,3810801.87331931,2557,148
-9621084.21484909,3810801.87331931,2558,148
-9621084.21484909,3810801.87331931,2559,148
-9621084.21484909,3810801.87331931,2560,148
-9621084.21484909,3810801.87331931,2561,148
-9621084.21484909,3810801.87331931,2562,148
-9621084.21484909,3810801.87331931,2563,148
-9621084.21484909,3810801.87331931,2564,148
-9621084.21484909,3810801.87331931,2565,148
-9621084.21484909,3810801.87331931,2566,148
-9621084.21484909,3810801.87331931,2567,148
-9621084.21484909,3810801.87331931,2568,148
-9621084.21484909,3810801.87331931,2569,148
-9621084.21484909,3810801.87331931,2570,148
-9621084.21484909,3810801.87331931,2571,148
-9621084.21484909,3810801.87331931,2572,148
-9621084.21484909,3810801.87331931,2573,148
-9630889.23559816,3822060.49702531,2574,114
-9620446.35416684,3828527.2558586,2575,105
-9620446.35416684,3828527.2558586,2576,105
-9583919.08965284,3813738.4523254,2577,127
-9583919.08965284,3813738.4523254,2578,127
-9583919.08965284,3813738.4523254,2579,127
-9594022.44663724,3795336.14123738,2580,114
-9594022.44663724,3795336.14123738,2581,114
-9594022.44663724,3795336.14123738,2582,114
-9594022.44663724,3795336.14123738,2583,114
-9594022.44663724,3795336.14123738,2584,114
-9594022.44663724,3795336.14123738,2585,114
-9594022.44663724,3795336.14123738,2586,114
-9594022.44663724,3795336.14123738,2587,114
-9594022.44663724,3795336.14123738,2588,114
-9594022.44663724,3795336.14123738,2589,114
-9594022.44663724,3795336.14123738,2590,114
-9594022.44663724,3795336.14123738,2591,114
-9594022.44663724,3795336.14123738,2592,114
-9594022.44663724,3795336.14123738,2593,114
-9594022.44663724,3795336.14123738,2594,114
-9594022.44663724,3795336.14123738,2595,114
-9594022.44663724,3795336.14123738,2596,114
-9594022.44663724,3795336.14123738,2597,114
-9594022.44663724,3795336.14123738,2598,114
-9594022.44663724,3795336.14123738,2599,114
-9594022.44663724,3795336.14123738,2600,114
-9594022.44663724,3795336.14123738,2601,114
-9594022.44663724,3795336.14123738,2602,114
-9623925.08825413,3838657.36650697,2603,99
-9623925.08825413,3838657.36650697,2604,99
-9623925.08825413,3838657.36650697,2605,99
-9623925.08825413,3838657.36650697,2606,99
-9623925.08825413,3838657.36650697,2607,99
-9623925.08825413,3838657.36650697,2608,99
-9623925.08825413,3838657.36650697,2609,99
-9623925.08825413,3838657.36650697,2610,99
-9639674.56981156,3834885.29225551,2611,90
-9639674.56981156,3834885.29225551,2612,90
-9639674.56981156,3834885.29225551,2613,90
-9639674.56981156,3834885.29225551,2614,90
-9639674.56981156,3834885.29225551,2615,90
-9639674.56981156,3834885.29225551,2616,90
-9639674.56981156,3834885.29225551,2617,90
-9624984.84980648,3823557.79076071,2618,93
-9624984.84980648,3823557.79076071,2619,93
-9624984.84980648,3823557.79076071,2620,93
-9624984.84980648,3823557.79076071,2621,93
-9624984.84980648,3823557.79076071,2622,93
-9624984.84980648,3823557.79076071,2623,93
-9624984.84980648,3823557.79076071,2624,93
-9624984.84980648,3823557.79076071,2625,93
-9624984.84980648,3823557.79076071,2626,93
-9624984.84980648,3823557.79076071,2627,93
-9624984.84980648,3823557.79076071,2628,93
-9624984.84980648,3823557.79076071,2629,93
-9624984.84980648,3823557.79076071,2630,93
-9624984.84980648,3823557.79076071,2631,93
-9624984.84980648,3823557.79076071,2632,93
-9624984.84980648,3823557.79076071,2633,93
-9624984.84980648,3823557.79076071,2634,93
-9624984.84980648,3823557.79076071,2635,93
-9624984.84980648,3823557.79076071,2636,93
-9624984.84980648,3823557.79076071,2637,93
-9624984.84980648,3823557.79076071,2638,93
-9624984.84980648,3823557.79076071,2639,93
-9621716.50955679,3827343.42137485,2640,104
-9621716.50955679,3827343.42137485,2641,104
-9621716.50955679,3827343.42137485,2642,104
-9621716.50955679,3827343.42137485,2643,104
-9626316.23091637,3828077.20008029,2644,15
-9620805.9161221,3826199.29216933,2645,280
-9620805.9161221,3826199.29216933,2646,280
-9620805.9161221,3826199.29216933,2647,280
-9620805.9161221,3826199.29216933,2648,280
-9620805.9161221,3826199.29216933,2649,280
-9619637.06146877,3828148.46877342,2650,103
-9619637.06146877,3828148.46877342,2651,103
-9619637.06146877,3828148.46877342,2652,103
-9619637.06146877,3828148.46877342,2653,103
-9615173.14988796,3829406.2996332,2654,146
-9615173.14988796,3829406.2996332,2655,146
-9613793.90139703,3832854.46924038,2656,93
-9613793.90139703,3832854.46924038,2657,93
-9613793.90139703,3832854.46924038,2658,93
-9613793.90139703,3832854.46924038,2659,93
-9624148.84043062,3825596.26034463,2660,102
-9582180.27920665,3823276.78645761,2661,88
-9582180.27920665,3823276.78645761,2662,88
-9582180.27920665,3823276.78645761,2663,88
-9587811.93224589,3821014.48211216,2664,89
-9587811.93224589,3821014.48211216,2665,89
-9587811.93224589,3821014.48211216,2666,89
-9587811.93224589,3821014.48211216,2667,89
-9587811.93224589,3821014.48211216,2668,89
-9587811.93224589,3821014.48211216,2669,89
-9587811.93224589,3821014.48211216,2670,89
-9587811.93224589,3821014.48211216,2671,89
-9587811.93224589,3821014.48211216,2672,89
-9587811.93224589,3821014.48211216,2673,89
-9587811.93224589,3821014.48211216,2674,89
-9587811.93224589,3821014.48211216,2675,89
-9587811.93224589,3821014.48211216,2676,89
-9587811.93224589,3821014.48211216,2677,89
-9587811.93224589,3821014.48211216,2678,89
-9587811.93224589,3821014.48211216,2679,89
-9587811.93224589,3821014.48211216,2680,89
-9587811.93224589,3821014.48211216,2681,89
-9587811.93224589,3821014.48211216,2682,89
-9587811.93224589,3821014.48211216,2683,89
-9587811.93224589,3821014.48211216,2684,89
-9587811.93224589,3821014.48211216,2685,89
-9587811.93224589,3821014.48211216,2686,89
-9587811.93224589,3821014.48211216,2687,89
-9616103.780831,3833208.31975419,2688,121
-9616103.780831,3833208.31975419,2689,121
-9616103.780831,3833208.31975419,2690,121
-9616103.780831,3833208.31975419,2691,121
-9615118.60333748,3829744.207654,2692,141
-9620575.48477616,3846343.91139462,2693,97
-9620575.48477616,3846343.91139462,2694,97
-9620575.48477616,3846343.91139462,2695,97
-9620575.48477616,3846343.91139462,2696,97
-9645598.99311158,3874186.54098906,2697,102
-9621152.11973847,3853647.91473308,2698,97
-9621152.11973847,3853647.91473308,2699,97
-9621152.11973847,3853647.91473308,2700,97
-9621152.11973847,3853647.91473308,2701,97
-9640856.78280379,3876466.99503059,2702,118
-9626547.77545722,3835280.14153511,2703,236
-9626547.77545722,3835280.14153511,2704,236
-9626547.77545722,3835280.14153511,2705,236
-9626547.77545722,3835280.14153511,2706,236
-9631323.38161225,3855867.51256456,2707,98
-9621607.41645582,3841818.85647367,2708,290
-9621607.41645582,3841818.85647367,2709,290
-9663732.93816181,3856077.85366922,2710,107
-9625834.21752124,3823235.88967157,2711,98
-9625834.21752124,3823235.88967157,2712,98
-9625834.21752124,3823235.88967157,2713,98
-9625834.21752124,3823235.88967157,2714,98
-9625834.21752124,3823235.88967157,2715,98
-9625834.21752124,3823235.88967157,2716,98
-9615268.88465004,3832903.3211086,2717,121
-9615268.88465004,3832903.3211086,2718,121
-9615268.88465004,3832903.3211086,2719,121
-9615268.88465004,3832903.3211086,2720,121
-9615268.88465004,3832903.3211086,2721,121
-9621287.92951724,3853317.25946173,2722,97
-9621287.92951724,3853317.25946173,2723,97
-9621287.92951724,3853317.25946173,2724,97
-9621287.92951724,3853317.25946173,2725,97
-9621287.92951724,3853317.25946173,2726,97
-9621287.92951724,3853317.25946173,2727,97
-9621287.92951724,3853317.25946173,2728,97
-9621287.92951724,3853317.25946173,2729,97
-9621287.92951724,3853317.25946173,2730,97
-9621287.92951724,3853317.25946173,2731,97
-9621287.92951724,3853317.25946173,2732,97
-9621287.92951724,3853317.25946173,2733,97
-9621287.92951724,3853317.25946173,2734,97
-9625698.40774247,3843318.64647404,2735,97
-9637608.48006244,3868931.65190497,2736,243
-9626873.94156525,3825684.66790936,2737,96
-9626873.94156525,3825684.66790936,2738,96
-9626873.94156525,3825684.66790936,2739,96
-9626873.94156525,3825684.66790936,2740,96
-9628048.36219311,3845197.94678001,2741,138
-9628048.36219311,3845197.94678001,2742,138
-9628048.36219311,3845197.94678001,2743,138
-9628048.36219311,3845197.94678001,2744,138
-9628048.36219311,3845197.94678001,2745,138
-9659765.51150993,3891812.27141141,2746,113
-9620772.52027486,3828044.20545983,2747,103
-9620772.52027486,3828044.20545983,2748,103
-9620772.52027486,3828044.20545983,2749,103
-9620772.52027486,3828044.20545983,2750,103
-9620772.52027486,3828044.20545983,2751,103
-9620772.52027486,3828044.20545983,2752,103
-9625786.3501402,3837214.96105712,2753,226
-9625786.3501402,3837214.96105712,2754,226
-9625786.3501402,3837214.96105712,2755,226
-9662727.72315994,3946153.19826378,2756,143
-9663108.43581845,3958056.23927068,2757,212
-9626635.71785495,3849499.52272705,2758,97
-9636908.28046535,3840020.68033214,2759,94
-9636908.28046535,3840020.68033214,2760,94
-9644756.30456628,3868955.4903185,2761,96
-9626784.88597261,3872456.28811926,2762,76
-9620398.4867858,3828326.64237786,2763,104
-9620398.4867858,3828326.64237786,2764,104
-9620398.4867858,3828326.64237786,2765,104
-9620398.4867858,3828326.64237786,2766,104
-9634924.56713942,3839158.02263719,2767,94
-9634924.56713942,3839158.02263719,2768,94
-9634924.56713942,3839158.02263719,2769,94
-9634924.56713942,3839158.02263719,2770,94
-9634924.56713942,3839158.02263719,2771,94
-9634924.56713942,3839158.02263719,2772,94
-9634924.56713942,3839158.02263719,2773,94
-9634924.56713942,3839158.02263719,2774,94
-9634924.56713942,3839158.02263719,2775,94
-9644165.19807016,3831662.28195643,2776,139
-9644165.19807016,3831662.28195643,2777,139
-9624936.98242544,3855617.48933404,2778,97
-9624936.98242544,3855617.48933404,2779,97
-9624936.98242544,3855617.48933404,2780,97
-9624936.98242544,3855617.48933404,2781,97
-9624936.98242544,3855617.48933404,2782,97
-9624936.98242544,3855617.48933404,2783,97
-9624936.98242544,3855617.48933404,2784,97
-9624936.98242544,3855617.48933404,2785,97
-9624936.98242544,3855617.48933404,2786,97
-9624936.98242544,3855617.48933404,2787,97
-9624936.98242544,3855617.48933404,2788,97
-9624936.98242544,3855617.48933404,2789,97
-9624936.98242544,3855617.48933404,2790,97
-9624936.98242544,3855617.48933404,2791,97
-9624936.98242544,3855617.48933404,2792,97
-9624936.98242544,3855617.48933404,2793,97
-9624936.98242544,3855617.48933404,2794,97
-9624936.98242544,3855617.48933404,2795,97
-9624936.98242544,3855617.48933404,2796,97
-9671316.02187464,3853099.03205326,2797,107
-9651081.47803315,3841028.73516304,2798,191
-9651081.47803315,3841028.73516304,2799,191
-9653187.64279896,3858297.90846886,2800,73
-9522056.62222921,3940784.55976375,2801,79
-9522056.62222921,3940784.55976375,2802,79
-9522056.62222921,3940784.55976375,2803,79
-9522056.62222921,3940784.55976375,2804,79
-9522056.62222921,3940784.55976375,2805,79
-9522056.62222921,3940784.55976375,2806,79
-9522056.62222921,3940784.55976375,2807,79
-9522056.62222921,3940784.55976375,2808,79
-9522056.62222921,3940784.55976375,2809,79
-9522056.62222921,3940784.55976375,2810,79
-9522056.62222921,3940784.55976375,2811,79
-9620188.0929482,3827359.25784658,2812,104
-9620188.0929482,3827359.25784658,2813,104
-9620188.0929482,3827359.25784658,2814,104
-9647297.72854109,3842770.24307077,2815,89
-9599723.11776077,3920518.60121591,2816,95
-9599723.11776077,3920518.60121591,2817,95
-9599723.11776077,3920518.60121591,2818,95
-9599723.11776077,3920518.60121591,2819,95
-9627634.25368736,3825998.71801145,2820,110
-9627634.25368736,3825998.71801145,2821,110
-9627634.25368736,3825998.71801145,2822,110
-9658100.17192766,3819251.10664696,2823,140
-9658100.17192766,3819251.10664696,2824,140
-9647569.34809862,3853970.64320465,2825,198
-9647569.34809862,3853970.64320465,2826,198
-9647569.34809862,3853970.64320465,2827,198
-9647569.34809862,3853970.64320465,2828,198
-9647569.34809862,3853970.64320465,2829,198
-9647569.34809862,3853970.64320465,2830,198
-9647569.34809862,3853970.64320465,2831,198
-9647569.34809862,3853970.64320465,2832,198
-9648105.90804425,3889650.89003378,2833,95
-9648105.90804425,3889650.89003378,2834,95
-9626153.70445981,3827657.51534196,2835,103
-9626153.70445981,3827657.51534196,2836,103
-9626153.70445981,3827657.51534196,2837,103
-9626153.70445981,3827657.51534196,2838,103
-9659853.45390766,3971796.51019134,2839,185
-9647385.67093881,3820088.5784752,2840,140
-9647337.80355777,3823469.39901953,2841,142
-9647337.80355777,3823469.39901953,2842,142
-9647337.80355777,3823469.39901953,2843,142
-9647337.80355777,3823469.39901953,2844,142
-9647337.80355777,3823469.39901953,2845,142
-9647337.80355777,3823469.39901953,2846,142
-9662686.53494835,3828793.86586199,2847,140
-9662686.53494835,3828793.86586199,2848,140
-9625650.54036143,3825741.40743933,2849,101
-9782159.06524732,3637640.97767672,2850,69
-9768081.60244161,3579588.08083701,2851,139
-9820350.55614868,3563118.85622908,2852,128
-9783273.37335016,3611540.19267901,2853,122
-9747066.70896965,3645676.56534061,2854,175
-9747066.70896965,3645676.56534061,2855,175
-9774230.89111303,3596837.78944488,2856,107
-9737200.46250064,3638997.42076126,2857,189
-9737200.46250064,3638997.42076126,2858,189
-9737200.46250064,3638997.42076126,2859,189
-9761619.50600105,3559037.19583543,2860,123
-9771172.94470093,3619281.25096423,2861,136
-9760614.29099919,3632320.58298188,2862,64
-9776560.80805533,3586631.31891662,2863,108
-9772164.8013639,3598656.02450094,2864,84
-9772164.8013639,3598656.02450094,2865,84
-9752345.47922307,3635150.65473611,2866,134
-9763203.58235504,3557121.4281769,2867,123
-9783056.30034311,3586835.75487317,2868,127
-9804736.88437001,3592776.20784526,2869,123
-9804798.11008995,3609055.10139461,2870,136
-9804798.11008995,3609055.10139461,2871,136
-9804798.11008995,3609055.10139461,2872,136
-9780182.03109083,3584774.72751234,2873,36
-9780182.03109083,3584774.72751234,2874,36
-9783395.82479003,3583393.13644687,2875,135
-9774977.84489625,3592878.47564982,2876,151
-9643479.47000688,3742490.21446043,2877,133
-9785781.40147773,3592887.53739439,2878,193
-9624842.36085827,3855221.96075146,2879,97
-9624842.36085827,3855221.96075146,2880,97
-9624842.36085827,3855221.96075146,2881,97
-9624842.36085827,3855221.96075146,2882,97
-9624842.36085827,3855221.96075146,2883,97
-9624842.36085827,3855221.96075146,2884,97
-9624842.36085827,3855221.96075146,2885,97
-9624842.36085827,3855221.96075146,2886,97
-9624842.36085827,3855221.96075146,2887,97
-9624842.36085827,3855221.96075146,2888,97
-9624842.36085827,3855221.96075146,2889,97
-9783395.82479003,3576691.73613884,2890,80
-9778279.58099318,3579083.75842544,2891,249
-9778279.58099318,3579083.75842544,2892,249
-9778279.58099318,3579083.75842544,2893,249
-9778279.58099318,3579083.75842544,2894,249
-9778279.58099318,3579083.75842544,2895,249
-9778279.58099318,3579083.75842544,2896,249
-9778279.58099318,3579083.75842544,2897,249
-9778279.58099318,3579083.75842544,2898,249
-9778279.58099318,3579083.75842544,2899,249
-9778279.58099318,3579083.75842544,2900,249
-9874917.14414573,3801443.38951016,2901,81
-9859153.19105449,4040963.13641008,2902,92
-9774420.13424737,3591314.77584442,2903,109
-9780888.90985737,3577205.01273833,2904,81
-9770894.64597395,3573472.92348137,2905,130
-9764629.58503211,3614381.09014451,2906,83
-9760281.44572172,3554089.58536566,2907,91
-9763814.7263595,3575872.08860124,2908,85
-9780718.59103646,3580724.82038454,2909,79
-9778272.90182373,3578768.2439529,2910,79
-9770887.9668045,3575468.74859257,2911,128
-9780440.29230947,3572242.495174,2912,109
-9780440.29230947,3572242.495174,2913,109
-9611803.50890165,3792597.51621224,2914,101
-9611803.50890165,3792597.51621224,2915,101
-9611803.50890165,3792597.51621224,2916,101
-9611803.50890165,3792597.51621224,2917,101
-9611803.50890165,3792597.51621224,2918,101
-9611803.50890165,3792597.51621224,2919,101
-9611803.50890165,3792597.51621224,2920,101
-9611803.50890165,3792597.51621224,2921,101
-9611803.50890165,3792597.51621224,2922,101
-9611803.50890165,3792597.51621224,2923,101
-9611803.50890165,3792597.51621224,2924,101
-9611803.50890165,3792597.51621224,2925,101
-9611803.50890165,3792597.51621224,2926,101
-9611803.50890165,3792597.51621224,2927,101
-9611803.50890165,3792597.51621224,2928,101
-9611803.50890165,3792597.51621224,2929,101
-9611803.50890165,3792597.51621224,2930,101
-9611803.50890165,3792597.51621224,2931,101
-9611803.50890165,3792597.51621224,2932,101
-9784578.03778226,3587894.21722917,2933,127
-9818638.46238028,3589253.01045332,2934,197
-9818638.46238028,3589253.01045332,2935,197
-9818638.46238028,3589253.01045332,2936,197
-9818638.46238028,3589253.01045332,2937,197
-9818638.46238028,3589253.01045332,2938,197
-9818638.46238028,3589253.01045332,2939,197
-9818638.46238028,3589253.01045332,2940,197
-9818638.46238028,3589253.01045332,2941,197
-9818638.46238028,3589253.01045332,2942,197
-9818638.46238028,3589253.01045332,2943,197
-9818638.46238028,3589253.01045332,2944,197
-9818638.46238028,3589253.01045332,2945,197
-9818638.46238028,3589253.01045332,2946,197
-9818638.46238028,3589253.01045332,2947,197
-9818638.46238028,3589253.01045332,2948,197
-9818638.46238028,3589253.01045332,2949,197
-9818638.46238028,3589253.01045332,2950,197
-9818638.46238028,3589253.01045332,2951,197
-9818638.46238028,3589253.01045332,2952,197
-9818638.46238028,3589253.01045332,2953,197
-9751448.24412727,3551615.8630666,2954,78
-9751448.24412727,3551615.8630666,2955,78
-9782491.91052479,3586062.02119496,2956,109
-9782491.91052479,3586062.02119496,2957,109
-9756292.8683666,3588367.8369657,2958,84
-9767435.949395,3578397.13668341,2959,98
-9766470.80940983,3577622.63111396,2960,131
-9470839.63771013,3832031.93961696,2961,136
-9761783.14565252,3573544.01283592,2962,97
-9761783.14565252,3573544.01283592,2963,97
-9772199.31040605,3572913.27044323,2964,130
-9781677.05185219,3568346.50340688,2965,152
-9781677.05185219,3568346.50340688,2966,152
-9781677.05185219,3568346.50340688,2967,152
-9781677.05185219,3568346.50340688,2968,152
-9781677.05185219,3568346.50340688,2969,152
-9780562.74374935,3564892.16331689,2970,103
-9780562.74374935,3564892.16331689,2971,103
-9785067.84354175,3570207.12483814,2972,235
-9783042.94200422,3576628.38607538,2973,248
-9783104.16772416,3571919.39848884,2974,201
-9749424.45578465,3561424.56759983,2975,77
-9759567.88778573,3544710.84729755,2976,123
-9663719.57982291,3956663.09512057,2977,447
-9604601.13784733,4053826.24081391,2978,93
-9647867.68433395,3962846.7867509,2979,63
-9761089.62522488,3561849.40970636,2980,189
-9755898.79736919,3581443.90342529,2981,79
-9514317.69122926,3844843.73796163,2982,138
-9514317.69122926,3844843.73796163,2983,138
-9765207.33318932,3613470.79128516,2984,101
-9575147.11377833,3731880.69476413,2985,262
-9761824.33386411,3545482.04039907,2986,68
-9725846.98763463,3555971.33297045,2987,123
-9742642.87240553,3539879.70994084,2988,71
-9742642.87240553,3539879.70994084,2989,71
-9745075.20327936,3903570.85590455,2990,127
-9745075.20327936,3903570.85590455,2991,127
-9767591.79668211,3558052.16569221,2992,125
-9767591.79668211,3558052.16569221,2993,125
-9742629.51406663,4151852.6969529,2994,123
-9742629.51406663,4151852.6969529,2995,123
-9742629.51406663,4151852.6969529,2996,123
-9742629.51406663,4151852.6969529,2997,123
-9608650.94092239,3959880.65786077,2998,90
-9608650.94092239,3959880.65786077,2999,90
-9631371.24899329,3821577.70947623,3000,114
-9912021.04362203,3564073.28542177,3001,119
-9643302.47201652,3736348.65768283,3002,162
-9630603.14450682,3797039.3796587,3003,132
-9630603.14450682,3797039.3796587,3004,132
-9630603.14450682,3797039.3796587,3005,132
-9630603.14450682,3797039.3796587,3006,132
-9624665.36286791,3825443.19805684,3007,102
-9630603.14450682,3797039.3796587,3008,132
-9630603.14450682,3797039.3796587,3009,132
-9630603.14450682,3797039.3796587,3010,132
-9624665.36286791,3825443.19805684,3011,102
-9630603.14450682,3797039.3796587,3012,132
-9624665.36286791,3825443.19805684,3013,102
-9630603.14450682,3797039.3796587,3014,132
-9721336.32186769,3761900.9178016,3015,119
-9630603.14450682,3797039.3796587,3016,132
-9593485.88669162,3834007.16290411,3017,118
-9630603.14450682,3797039.3796587,3018,132
-9671947.20338744,3804489.62364859,3019,50
-9556789.41655162,3683233.68678005,3020,101
-9691718.65814723,3816756.18571642,3021,213
-9613169.39905369,3834199.94964159,3022,92
-9825032.65393144,3608794.56500226,3023,149
-9613169.39905369,3834199.94964159,3024,92
-9825032.65393144,3608794.56500226,3025,149
-9613169.39905369,3834199.94964159,3026,92
-9445774.94116312,4023115.53031303,3027,89
-9634945.71784266,3837456.67060326,3028,89
-9653833.29584556,3979791.82239165,3029,68
-9634945.71784266,3837456.67060326,3030,89
-9653833.29584556,3979791.82239165,3031,68
-9632132.67431032,3785467.66149538,3032,130
-9653833.29584556,3979791.82239165,3033,68
-9632132.67431032,3785467.66149538,3034,130
-9653833.29584556,3979791.82239165,3035,68
-9632132.67431032,3785467.66149538,3036,130
-9653833.29584556,3979791.82239165,3037,68
-9415792.14951286,3932979.94040381,3038,112
-9653833.29584556,3979791.82239165,3039,68
-9614982.79355871,3832435.93580432,3040,131
-9379849.31232552,3976453.75326395,3041,102
-9379849.31232552,3976453.75326395,3042,102
-9379849.31232552,3976453.75326395,3043,102
-9614684.45732338,3846634.71592343,3044,235
-9614684.45732338,3846634.71592343,3045,235
-9614684.45732338,3846634.71592343,3046,235
-9614684.45732338,3846634.71592343,3047,235
-9614684.45732338,3846634.71592343,3048,235
-9614684.45732338,3846634.71592343,3049,235
-9413134.95326762,4036861.40835847,3050,89
-9647372.31259992,3911039.45262542,3051,75
-9647372.31259992,3911039.45262542,3052,75
-9707740.87245711,3726808.43734166,3053,42
-9522157.92296583,3627399.69422143,3054,90
-9595048.81234236,3835731.79128312,3055,124
-9595048.81234236,3835731.79128312,3056,124
-9595048.81234236,3835731.79128312,3057,124
-9595048.81234236,3835731.79128312,3058,125
-9595048.81234236,3835731.79128312,3059,125
-9595048.81234236,3835731.79128312,3060,125
-9595048.81234236,3835731.79128312,3061,125
-9595048.81234236,3835731.79128312,3062,125
