X,Y,FID,foottraffic
-9479754.10253285,3748442.16869142,1219,96
-9479754.10253285,3748442.16869142,1220,96
-9479754.10253285,3748442.16869142,1221,96
-9477763.71003747,3747097.11923109,1222,189
-9480596.79107816,3749249.79474177,1223,110
-9512931.76356888,3748065.90681975,1224,145
-9512931.76356888,3748065.90681975,1225,145
-9478714.37848884,3746449.55624689,1226,190
-9486610.26997081,3744946.13799078,1227,100
-9479326.63568821,3745897.7131664,1228,189
-9479326.63568821,3745897.7131664,1229,189
-9469263.3537205,3745833.48603703,1230,159
-9519637.64969427,3772888.94839125,1231,88
-9519637.64969427,3772888.94839125,1232,88
-9519637.64969427,3772888.94839125,1233,88
-9519637.64969427,3772888.94839125,1234,88
-9519637.64969427,3772888.94839125,1235,88
-9617857.06281099,3756471.00999797,1236,93
-9617857.06281099,3756471.00999797,1237,93
-9617857.06281099,3756471.00999797,1238,93
-9617857.06281099,3756471.00999797,1239,93
-9617857.06281099,3756471.00999797,1240,93
-9701055.02384007,3912409.85609177,1241,91
-9702732.60856632,3928290.89852464,1242,106
-9616845.16863968,3836650.9912868,1243,121
-9616845.16863968,3836650.9912868,1244,121
-9682879.89057825,3939922.45041322,1245,119
-9743879.63194824,3911486.04558723,1246,136
-9645986.38493954,3890420.39695544,1247,96
-9620052.28316943,3854002.38746513,1248,98
-9652631.04534499,3885837.26915822,1249,88
-9652631.04534499,3885837.26915822,1250,88
-9818774.27215905,3843279.00200252,1251,150
-9818774.27215905,3843279.00200252,1252,150
-9818774.27215905,3843279.00200252,1253,150
-9818774.27215905,3843279.00200252,1254,150
-9818774.27215905,3843279.00200252,1255,150
-9818774.27215905,3843279.00200252,1256,150
-9818774.27215905,3843279.00200252,1257,150
-9818774.27215905,3843279.00200252,1258,150
-9818774.27215905,3843279.00200252,1259,150
-9818774.27215905,3843279.00200252,1260,150
-9818774.27215905,3843279.00200252,1261,150
-9818774.27215905,3843279.00200252,1262,150
-9818774.27215905,3843279.00200252,1263,150
-9818774.27215905,3843279.00200252,1264,150
-9674468.58985391,3900100.59912116,1265,90
-9674468.58985391,3900100.59912116,1266,90
-9674468.58985391,3900100.59912116,1267,90
-9674468.58985391,3900100.59912116,1268,90
-9674468.58985391,3900100.59912116,1269,90
-9674468.58985391,3900100.59912116,1270,90
-9674468.58985391,3900100.59912116,1271,90
-9674468.58985391,3900100.59912116,1272,90
-9688512.65681239,3821465.58948994,1273,218
-9714440.07941305,3882535.34325687,1274,170
-9747969.51003998,3914098.15919051,1275,170
-9631901.12976947,3972579.49037693,1276,123
-9631901.12976947,3972579.49037693,1277,123
-9631901.12976947,3972579.49037693,1278,123
-9800973.17238629,3995396.13057951,1279,87
-9699328.45853786,3918878.57876335,1280,104
-9714569.21002237,3881669.57020044,1281,170
-9637676.38495182,4003186.81524496,1282,96
-9624264.61270105,4022189.52798495,1283,103
-9647420.17998096,3981717.30023221,1284,178
-9626153.70445981,4022271.3889333,1285,103
-9626153.70445981,4022271.3889333,1286,103
-9645075.79150485,4038534.44464529,1287,89
-9618292.32201999,4052519.62968749,1288,97
-9649730.05941492,4002549.11151914,1289,53
-9645524.40905275,4037238.99587282,1290,93
-9619800.70112024,4021550.76434363,1291,103
-9619800.70112024,4021550.76434363,1292,103
-9619800.70112024,4021550.76434363,1293,103
-9689130.47998629,3919219.06727899,1294,89
-9669141.95221945,4052389.11139914,1295,124
-9663237.56642778,4011858.28503514,1296,200
-9668855.86112811,4025696.65493664,1297,117
-9668855.86112811,4025696.65493664,1298,117
-9665635.38825946,4013388.2010089,1299,96
-9650463.65485925,4004225.16928235,1300,54
-9524073.73140238,3781423.15873926,1301,181
-9550572.22299081,3765602.74173663,1302,94
-9550572.22299081,3765602.74173663,1303,94
-9550572.22299081,3765602.74173663,1304,94
-9550572.22299081,3765602.74173663,1305,94
-9550572.22299081,3765602.74173663,1306,94
-9568305.41787418,3734750.89662194,1307,76
-9568305.41787418,3734750.89662194,1308,76
-9568305.41787418,3734750.89662194,1309,76
-9568305.41787418,3734750.89662194,1310,76
-9551802.30336408,3776160.51069452,1311,162
-9551802.30336408,3776160.51069452,1312,162
-9551802.30336408,3776160.51069452,1313,162
-9557387.20221717,3804546.26225539,1314,51
-9557387.20221717,3804546.26225539,1315,51
-9557387.20221717,3804546.26225539,1316,51
-9557387.20221717,3804546.26225539,1317,51
-9557387.20221717,3804546.26225539,1318,51
-9557387.20221717,3804546.26225539,1319,51
-9557387.20221717,3804546.26225539,1320,51
-9557387.20221717,3804546.26225539,1321,51
-9557387.20221717,3804546.26225539,1322,51
-9542833.29199086,3780942.01159977,1323,161
-9526921.28397687,3787666.67672078,1324,89
-9526921.28397687,3787666.67672078,1325,89
-9524338.67179047,3782442.04496963,1326,89
-9524338.67179047,3782442.04496963,1327,89
-9540230.64229612,3781703.17948729,1328,250
-9540230.64229612,3781703.17948729,1329,250
-9606001.53704151,3850217.48572786,1330,112
-9606001.53704151,3850217.48572786,1331,112
-9606001.53704151,3850217.48572786,1332,112
-9606001.53704151,3850217.48572786,1333,112
-9606001.53704151,3850217.48572786,1334,112
-9606001.53704151,3850217.48572786,1335,112
-9606001.53704151,3850217.48572786,1336,112
-9606001.53704151,3850217.48572786,1337,112
-9606001.53704151,3850217.48572786,1338,112
-9558256.60744027,3801427.58746884,1339,98
-9558256.60744027,3801427.58746884,1340,98
-9558256.60744027,3801427.58746884,1341,98
-9558256.60744027,3801427.58746884,1342,98
-9554920.3623012,3812587.72267904,1343,96
-9554920.3623012,3812587.72267904,1344,96
-9554920.3623012,3812587.72267904,1345,96
-9536385.66708412,3782971.9000354,1346,251
-9536385.66708412,3782971.9000354,1347,251
-9536385.66708412,3782971.9000354,1348,251
-9548113.17543919,3768134.28984854,1349,41
-9548113.17543919,3768134.28984854,1350,41
-9548113.17543919,3768134.28984854,1351,41
-9548113.17543919,3768134.28984854,1352,41
-9541270.36634012,3779673.50581151,1353,250
-9541270.36634012,3779673.50581151,1354,250
-9542439.22099346,3780917.03454316,1355,253
-9542439.22099346,3780917.03454316,1356,253
-9548772.18682468,3784970.57165462,1357,162
-9548772.18682468,3784970.57165462,1358,162
-9585149.17002611,3833313.9488192,1359,116
-9585149.17002611,3833313.9488192,1360,116
-9585149.17002611,3833313.9488192,1361,116
-9585149.17002611,3833313.9488192,1362,116
-9585149.17002611,3833313.9488192,1363,116
-9526676.38109713,3785050.78846081,1364,87
-9540910.80438486,3782056.83005943,1365,251
-9540910.80438486,3782056.83005943,1366,251
-9540910.80438486,3782056.83005943,1367,251
-9520636.18552668,3769626.15697748,1368,79
-9520636.18552668,3769626.15697748,1369,79
-9520636.18552668,3769626.15697748,1370,79
-9540740.48556395,3779288.37982743,1371,251
-9540740.48556395,3779288.37982743,1372,251
-9540740.48556395,3779288.37982743,1373,251
-9540740.48556395,3779288.37982743,1374,251
-9540740.48556395,3779288.37982743,1375,251
-9540740.48556395,3779288.37982743,1376,251
-9521186.1038112,3773866.38206973,1377,89
-9521186.1038112,3773866.38206973,1378,89
-9522871.48090181,3781816.24136103,1379,87
-9522871.48090181,3781816.24136103,1380,87
-9572987.51565694,3745849.21509837,1381,83
-9572987.51565694,3745849.21509837,1382,83
-9544810.32614735,3777114.55578673,1383,162
-9543023.64832012,3779465.82541704,1384,41
-9543023.64832012,3779465.82541704,1385,41
-9543023.64832012,3779465.82541704,1386,41
-9543023.64832012,3779465.82541704,1387,41
-9543023.64832012,3779465.82541704,1388,41
-9543023.64832012,3779465.82541704,1389,41
-9542018.43331826,3781415.27092557,1390,163
-9542018.43331826,3781415.27092557,1391,163
-9556802.77489051,3768583.40642566,1392,94
-9556802.77489051,3768583.40642566,1393,94
-9576839.17003839,3805960.99748318,1394,128
-9576839.17003839,3805960.99748318,1395,128
-9576839.17003839,3805960.99748318,1396,128
-9576839.17003839,3805960.99748318,1397,128
-9576839.17003839,3805960.99748318,1398,128
-9576839.17003839,3805960.99748318,1399,128
-9576839.17003839,3805960.99748318,1400,128
-9576839.17003839,3805960.99748318,1401,128
-9576839.17003839,3805960.99748318,1402,128
-9576839.17003839,3805960.99748318,1403,128
-9541454.04349993,3781470.48573037,1404,252
-9541454.04349993,3781470.48573037,1405,252
-9541454.04349993,3781470.48573037,1406,252
-9527471.20226139,3789047.84369281,1407,73
-9527471.20226139,3789047.84369281,1408,73
-9542174.28060537,3818937.23475892,1409,201
-9542174.28060537,3818937.23475892,1410,201
-9540937.52106265,3779778.66181294,1411,255
-9540937.52106265,3779778.66181294,1412,255
-9540937.52106265,3779778.66181294,1413,255
-9540937.52106265,3779778.66181294,1414,255
-9540937.52106265,3779778.66181294,1415,255
-9521349.74346267,3772631.46565908,1416,87
-9521349.74346267,3772631.46565908,1417,87
-9521349.74346267,3772631.46565908,1418,87
-9545999.21830902,3773979.37012417,1419,163
-9545999.21830902,3773979.37012417,1420,163
-9545999.21830902,3773979.37012417,1421,163
-9545999.21830902,3773979.37012417,1422,163
-9545999.21830902,3773979.37012417,1423,163
-9545999.21830902,3773979.37012417,1424,163
-9545999.21830902,3773979.37012417,1425,163
-9545999.21830902,3773979.37012417,1426,163
-9544416.25514994,3781327.19069186,1427,195
-9544416.25514994,3781327.19069186,1428,195
-9544416.25514994,3781327.19069186,1429,195
-9544416.25514994,3781327.19069186,1430,195
-9544416.25514994,3781327.19069186,1431,195
-9544416.25514994,3781327.19069186,1432,195
-9544416.25514994,3781327.19069186,1433,195
-9544416.25514994,3781327.19069186,1434,195
-9544416.25514994,3781327.19069186,1435,195
-9544416.25514994,3781327.19069186,1436,195
-9544416.25514994,3781327.19069186,1437,195
-9544416.25514994,3781327.19069186,1438,195
-9544416.25514994,3781327.19069186,1439,195
-9544416.25514994,3781327.19069186,1440,195
-9544416.25514994,3781327.19069186,1441,195
-9544416.25514994,3781327.19069186,1442,195
-9544416.25514994,3781327.19069186,1443,195
-9544416.25514994,3781327.19069186,1444,195
-9544416.25514994,3781327.19069186,1445,195
-9544416.25514994,3781327.19069186,1446,195
-9544416.25514994,3781327.19069186,1447,195
-9544416.25514994,3781327.19069186,1448,195
-9544416.25514994,3781327.19069186,1449,195
-9548560.67979218,3820192.77200839,1450,75
-9548560.67979218,3820192.77200839,1451,75
-9548560.67979218,3820192.77200839,1452,75
-9548560.67979218,3820192.77200839,1453,75
