OBJECTID,Count_,Date_Inspection,Date_Utilities,Type_Inspection,Inspection_Observation,FollowUp_Actions,Report_Type,Location,Type_Damaged,Comments,GlobalID,created_user,created_date,last_edited_user,last_edited_date,TrackingNo
1,,2018-03-27,,,BROKEN POLE; TRANSFERS NEEDED,,DAMAGED,HIGHLAND AVE ACROSS FROM HAIR STUDIO,BROKEN POLE; TRANSFERS NEEDED,5 ATTACHMENTS,{9B81BCCC-FF16-4088-A5A3-41EA42B12DDC},,,SDE,1752071691000,225
2,,2018-04-02,,,POLE REMOVAL NEEDED; TRANSFERS NEEDED,,LEANING,US-331 SOUTH OF HYUNDAI BLVD,POLE REMOVAL NEEDED; TRANSFERS NEEDED,2 ATTACHMENTS,{581F851C-46BD-4890-B5DB-8EF54484623B},,,SDE,1752071691000,228
3,,2018-04-02,,,BROKEN POLE REMOVAL NEEDED,,DAMAGED,CARTER HILL RD AT CARR CENTER,BROKEN POLE REMOVAL NEEDED,NO ATTACHMENTS,{74E12ADA-3129-4B67-B942-546F75CA8B7D},,,SDE,1752071691000,226
4,,2018-04-02,,,POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,4347 NORMAN BRIDGE RD ACROSS FROM BURGESS CENTER,POLE TOP HANGING; TRANSFERS NEEDED,3 ATTACHMENTS,{0DD89A1C-48CD-44A2-B079-957D0F4D9838},,,SDE,1752071691000,229
5,,2018-04-09,,,POLE REMOVAL NEEDED; TRANSFERS NEEDED,,LEANING,CORNER OF COLUMBUS AND UNION ST,POLE REMOVAL NEEDED; TRANSFERS NEEDED,7 ATTACHMENTS,{07034798-DAFB-4C6A-9776-2D232C96B461},,,SDE,1752071691000,232
6,,2018-04-09,2018-04-09,,LOW HANGING WIRES,,LOW HANGING WIRES,ALONG BREWER ROAD NEAR PIEDMONT DRIVE,LOW HANGING WIRES,CHARTER AND WOW ATTACHED; NOTIFIED 4/30/18,{A0706F73-35F0-47C2-AAAA-A47C85B862A4},,,SDE,1752071691000,0
7,,2018-04-09,2018-04-09,,LOW HANGING WIRES,,LOW HANGING WIRES,THORNWOOD DR NEAR INTERSECTION SUNNYBROOK,LOW HANGING WIRES,CHARTER AND WOW ATTACHED; NOTIFIED 4/30/18,{645C8804-6DF6-476E-B5C7-6A4D20FF7097},,,SDE,1752071691000,0
8,,2018-04-09,2018-04-09,,POLE REMOVAL NEEDED; TRANSFERS NEEDED,,REMOVAL NEEDED,MOBILE HWY NEAR WEST EDGEMONT AVE,POLE REMOVAL NEEDED; TRANSFERS NEEDED,APC INSTALLED NEW AT&T POLE; AT&T NEEDS TO TRANSFER AND REMOVE OLD POLE,{2ACA4F58-A4DB-49ED-8FDE-40E9ABE67CC4},,,SDE,1752071691000,0
9,,2018-04-09,2018-04-09,,POLE REMOVAL NEEDED; TRANSFERS NEEDED,,REMOVAL NEEDED,MOBILE HWY AT CAPITAL RECYCLING,POLE REMOVAL NEEDED; TRANSFERS NEEDED,"AT&T, CHARTER AND WOW ATTACHED; NOTIFIED 5/1/18",{D6A4B8AD-ECA0-49F8-938B-A6F302E370D8},,,SDE,1752071691000,0
10,,2018-04-11,2018-04-13,,BROKEN POLE; TRANSFERS NEEDED,,DAMAGED,CORNER OF HOWE AND N DECATUR ST,BROKEN POLE; TRANSFERS NEEDED,"AT&T ATTACHED TO POLE; NOTIFIED 9/23/17, 1/30/18, 11/16: CATV STILL ATTACHED",{959E35B6-8A77-4957-B056-E0345E1E58B9},,,SDE,1752071691000,0
11,,2018-04-11,2018-04-13,,POLE REMOVAL NEEDED,,REMOVAL NEEDED,562 CLISBY PARK,POLE REMOVAL NEEDED,AT&T POLE; APC NOT ATTACHED,{88C3B347-FC2C-4413-B2E5-2E6D91E32A11},,,SDE,1752071691000,0
12,,2018-03-27,,,2-BROKEN POLE; TRANSFERS NEEDED,,DAMAGED,1733 S PERRY ST,2-BROKEN POLE; TRANSFERS NEEDED,"WOW, SPECTRUM, AT&T ATTACHED TO STUB POLE; NOTIFIED 12/13/17 NJUNS 3354913",{1913295A-C8FC-4BFE-933A-64DD78FE7FFD},,,SDE,1752071691000,0
13,,2018-04-12,2018-04-13,,POLE REMOVAL NEEDED; TRANSFERS NEEDED,,REMOVAL NEEDED,1409 FRENCH ST,POLE REMOVAL NEEDED; TRANSFERS NEEDED,"AT&T ATTACHED TO POLE; NOTIFIED 5/1/18, 11/16: AT&T TRANSFERED; NEED TO CHECK PULL POLE",{979F8A21-235F-4CE8-A4FD-64ACB56F2410},,,SDE,1752071691000,0
14,,2018-04-16,2018-04-23,,BROKEN POLE; TRANSFERS NEEDED,,DAMAGED,2900 PLUM ST,BROKEN POLE; TRANSFERS NEEDED,"AT&T, CHARTER AND WOW ATTACHED; NOTIFIED 5/8/18, 11/16/18: CATV STILL ATTACHED",{28918C53-0328-4481-9726-247924F4312D},,,SDE,1752071691000,0
15,,2018-04-20,2018-04-23,,2-BROKEN POLE; TRANSFERS NEEDED,,DAMAGED,3059 BILTMORE AVE,2-BROKEN POLE; TRANSFERS NEEDED,"APC INSTALLED NEW AT&T POLE 4/14/18; NOTIFIED ALL JU, 11/16/18: CATV STILL ATTACHED",{50CE9CDE-F725-469C-975F-E19E5DB42F65},,,SDE,1752071691000,0
16,,2018-04-19,,,BROKEN POLE; TRANSFERS NEEDED,,DAMAGED,1901 S COURT ST,BROKEN POLE; TRANSFERS NEEDED,AT&T INSTALLED NEW POLE; APC TRASFERRED TO NEW POLE;  DAMAGED POLE STILL THERE 3-26-19,{5AD3E5E0-7CB7-4C13-835E-FADD3D46D770},,,SDE,1752071691000,0
17,,2018-04-20,2018-04-23,,POLE REMOVAL NEEDED; TRANSFERS NEEDED,,REMOVAL NEEDED,2316 MCCARTER AVE,POLE REMOVAL NEEDED; TRANSFERS NEEDED,AT&T ATTACHED TO POLE; NOTIFIED 5/8/18,{048B539C-A4AC-47BA-9CE8-C37A72B2BB63},,,SDE,1752071691000,0
18,,2018-04-20,2018-04-23,,POLE REMOVAL NEEDED; TRANSFERS NEEDED,,REMOVAL NEEDED,571 N FLORIDA ST,POLE REMOVAL NEEDED; TRANSFERS NEEDED,TRANSMISSION STUB POLE; NOTIFIED 4/24/18,{2421003B-48D1-4826-8AE0-30732A864BCB},,,SDE,1752071691000,0
19,,2018-04-20,2018-04-23,,POLE REMOVAL NEEDED; TRANSFERS NEEDED,,REMOVAL NEEDED,217  N CALIFORNIA ST,POLE REMOVAL NEEDED; TRANSFERS NEEDED,TRANSMISSION STUB POLE; NOTIFIED 4/24/18,{18DDF55D-F965-44F9-8CA5-F260A1EED688},,,SDE,1752071691000,0
20,,2018-05-07,2018-05-07,,POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,WOODLEY RD ACROSS FROM WILDWOOD DR ENTRANCE,POLE TOP HANGING; TRANSFERS NEEDED,AT&T POLE; APC NOT ATTACHED,{5B8D536D-5B22-4128-AE5A-18DFC7070FAB},,,SDE,1752071691000,0
21,,2018-05-11,,,POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,3295 ON US-231 IN FRONT OF THE GARDEN CENTER,POLE TOP HANGING; TRANSFERS NEEDED,"AT&T, CHARTER AND WOW ATTACHED; NOTIFIED 12/8/17, 11/16/18: CATV STILL ATTACHED",{DBE467C0-983B-4AD8-A31B-60F931E95557},,,SDE,1752071691000,0
22,,2018-05-17,2018-05-18,,BROKEN POLE; TRANSFERS NEEDED,,DAMAGED,AT BEGINNING OF S UNION ST,BROKEN POLE; TRANSFERS NEEDED,CATV ATTACHED; NOTIFIED 5/23/18,{32560CE1-6927-4E08-9A06-91256C3BF898},,,SDE,1752071691000,0
23,,2018-05-17,2018-05-18,,2-BROKEN POLE; TRANSFERS NEEDED,,DAMAGED,INTERSECTION OF BILTMORE AVE AND COLISEUM BLVD,2-BROKEN POLE; TRANSFERS NEEDED,AT&T POLE; APC NOT ATTACHED AND OTHER POLE HAS TRAFFIC SIGNALS; ALL JU ATTACHED; NOTIFIED 7/16/18,{1BF50E2F-CB3D-4C08-AC64-1BAB5A00284C},,,SDE,1752071691000,0
24,,2018-04-20,,,2-POLE REMOVAL; TRANSFERS NEEDED,,REMOVAL NEEDED,610 PERRY HILL RD,2-POLE REMOVAL; TRANSFERS NEEDED,AT&T POLE; APC NOT ATTACHED,{441726D6-7E34-44A3-ABEA-A0B0B80BD69B},,,SDE,1752071691000,0
25,,2018-05-15,2018-05-18,,BROKEN POLE; TRANSFERS NEEDED,,DAMAGED,285 HUNTER LOOP RD,BROKEN POLE; TRANSFERS NEEDED,"AT&T ATTACHED TO POLE; NOTIFIED 5/24/18, 11/16/18: CATV STILL ATTACHED",{6AEEB0FF-792E-42C7-8E05-247F4940ABFB},,,SDE,1752071691000,0
26,,2018-05-17,2018-05-18,,POLE REMOVAL NEEDED; TRANSFERS NEEDED,,REMOVAL NEEDED,3456 BILTMORE AVE,POLE REMOVAL NEEDED; TRANSFERS NEEDED,AT&T POLE; APC NOT ATTACHED,{F7ADE0A7-43BB-4B0F-8035-B855ADDA50FF},,,SDE,1752071691000,0
27,,2018-05-15,2018-05-18,,BROKEN POLE; TRANSFERS NEEDED,,DAMAGED,1630 HUNTER LOOP RD,BROKEN POLE; TRANSFERS NEEDED,"AT&T, CHARTER AND WOW ATTACHED; NOTIFIED 5/25/18",{56CF5E98-51A1-4A54-880C-505B3D45C2FF},,,SDE,1752071691000,0
28,,2018-05-17,2018-05-18,,POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,4131 HICKORY DR,POLE TOP HANGING; TRANSFERS NEEDED,POLE TOP LAYING ON GROUND NEXT TO NEW POLE 8-29-19,{B294F7CF-C509-46DE-8843-4C2C580A69FB},,,SDE,1752071691000,0
29,,2018-05-17,2018-05-18,,POLE REMOVAL NEEDED; TRANSFERS NEEDED,,REMOVAL NEEDED,924 HILLMAN ST,POLE REMOVAL NEEDED; TRANSFERS NEEDED,AT&T POLE; APC NOT ATTACHED,{FBD3BACB-E050-4BB2-8159-7BA198147293},,,SDE,1752071691000,0
30,,2018-05-23,2018-05-25,,2-BROKEN POLE; TRANSFERS NEEDED,,DAMAGED,CORNER OF NORMAN BRIDGE RD AND E EDGEMONT AVE,2-BROKEN POLE; TRANSFERS NEEDED,"AT&T, CHARTER AND WOW ATTACHED; NOTIFIED 6/20/18, 11/16: AT&T COMPLETE; CATV, TRAFFIC SIGNAL STILL ATTACHED",{701CA2BF-9449-4620-A051-878B4120942D},,,SDE,1752071691000,0
31,,2018-05-17,2018-05-18,,POLE REMOVAL NEEDED; TRANSFERS NEEDED,,REMOVAL NEEDED,4020 CAMELLIA DR,POLE REMOVAL NEEDED; TRANSFERS NEEDED,CHARTER ATTACHED; NOTIFIED 5/25/18,{A7BDF79F-52C6-4BF9-A8CF-4FB8307C1E48},,,SDE,1752071691000,0
32,,2018-05-17,2018-05-18,,POLE REMOVAL NEEDED; TRANSFERS NEEDED,,REMOVAL NEEDED,1249 HIGH POINT RD,POLE REMOVAL NEEDED; TRANSFERS NEEDED,AT&T POLE; APC NOT ATTACHED,{1A62A503-228E-4633-A514-6139F07A0B83},,,SDE,1752071691000,0
33,,2018-05-23,2018-05-25,,BROKEN POLE; TRANSFERS NEEDED,,DAMAGED,CORNER OF NORMAN BRIDGE RD AND BUCKINGHAM DR,BROKEN POLE; TRANSFERS NEEDED,"AT&T MESSENGER WIRE AND 2 JU ANCHORS ATTACHED; NOTIFIED 8/25/17, 11/16/18: AT&T CPX",{E77C9460-58D9-4F2C-A982-961C2A06C92F},,,SDE,1752071691000,0
34,,2018-05-18,2018-05-18,,POLE REMOVAL NEEDED; TRANSFERS NEEDED,,REMOVAL NEEDED,1730 N COURT ST,POLE REMOVAL NEEDED; TRANSFERS NEEDED,AT&T ATTACHED TO POLE; NOTIFIED 5/23/18,{B24074E1-71DF-4CA8-B083-E5E71BC60F62},,,SDE,1752071691000,0
35,,2018-05-23,2018-05-25,,BROKEN POLE; TRANSFERS NEEDED,,DAMAGED,3356 NORMAN BRIDGE RD,BROKEN POLE; TRANSFERS NEEDED,"AT&T, CHARTER AND WOW ATTACHED; NOTIFIED 6/13/17",{89396443-2A62-49ED-8ED2-9E55A5626F4F},,,SDE,1752071691000,0
36,,2018-06-12,2018-06-12,,POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,1926 MT MEIGS RD,POLE TOP HANGING; TRANSFERS NEEDED,"AT&T ATTACHED TO POLE; NOTIFIED 6/20/18, 11/16/18: CATV STILL ATTACHED",{1B41B77D-BE36-4AD6-9452-1232AFB470CC},,,SDE,1752071691000,0
37,,2018-06-29,2018-07-13,,POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,CORNER OF MONTCLAIR DR AND BROADWAY ST,POLE TOP HANGING; TRANSFERS NEEDED,"AT&T ATTACHED TO POLE; NOTIFIED 7/18/18, 11/16/18: CATV STILL ATTACHED",{D4A6D5B8-1E6B-4FCC-9578-42A0928DD65B},,,SDE,1752071691000,0
38,,2018-06-18,2018-06-18,,BROKEN POLE; TRANSFERS NEEDED,,DAMAGED,4650 WARES FERRY RD,BROKEN POLE; TRANSFERS NEEDED,AT&T POLE; APC NOT ATTACHED,{27B1E2D6-D64A-4A8F-9D69-B92614F5F02F},,,SDE,1752071691000,0
39,,2018-07-06,2018-07-13,,BROKEN POLE; TRANSFERS NEEDED,,DAMAGED,6677 VAUGHN RD,BROKEN POLE; TRANSFERS NEEDED,CITY TRAFFIC CABLE REMOVED; AT&T AND OTHERS STILL ATTACHED,{AFED51C7-19CD-4961-8A9C-84AA29ED5EAF},,,SDE,1752071691000,0
40,,2018-07-06,2018-07-13,,POLE REMOVAL NEEDED; TRANSFERS NEEDED,,LEANING,CORNER OF LOWER WETUMPKA RD AND GIBSON ST,POLE REMOVAL NEEDED; TRANSFERS NEEDED,AT&T POLE; APC NOT ATTACHED,{C47CFB79-4AFF-420E-8580-A63C31D85953},,,SDE,1752071691000,0
41,,2018-07-05,2018-07-13,,BROKEN POLE; TRANSFERS NEEDED,,DAMAGED,1734 FOREST AVE,BROKEN POLE; TRANSFERS NEEDED,"AT&T, CHARTER AND WOW ATTACHED; NOTIFIED 11/9/17 and 5/21/18, 11/16/18: CATV STILL ATTACHED",{7A505D61-9101-4859-99F9-5CDF45ACEAD0},,,SDE,1752071691000,0
42,,2018-07-12,2018-07-13,,POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,CORNER OF VAUGHN RD AND HILLWOOD DR,POLE TOP HANGING; TRANSFERS NEEDED,CITY TRAFFIC CABLE REMOVED; OTHER UTILITIES STILL ATTACHED,{09601859-DEA2-4D52-B4EF-FF295716A511},,,SDE,1752071691000,0
43,,2018-07-06,2018-07-13,,BROKEN POLE; TRANSFERS NEEDED,,DAMAGED,4516 BELL RD CORNER OF BREWBAKER BLVD,BROKEN POLE; TRANSFERS NEEDED,"AT&T, CHARTER AND WOW ATTACHED; NOTIFIED 7/23/18; CATV NEEDS TO MOVE FIRST",{B3880A3B-EB16-4FCC-B2DF-199CC8B411BC},,,SDE,1752071691000,0
44,,2018-07-06,2018-07-13,,POLE REMOVAL NEEDED,,REMOVAL NEEDED,6670 VAUGHN RD IN FRONT OF LUTHERAN CHURCH,POLE REMOVAL NEEDED,NOTIFIED THAT TRAFFIC WAS NO LONGER ATTACHED 8-15-18,{9EDF7195-0029-4A46-BC88-AD5F87BA62AD},,,SDE,1752071691000,0
45,,2018-07-25,2018-08-03,,POLE REMOVAL NEEDED; TRANSFERS NEEDED,,REMOVAL NEEDED,CORNER OF KAREN DR AND MADOLYN LN,POLE REMOVAL NEEDED; TRANSFERS NEEDED,AT&T POLE; APC NOT ATTACHED,{9ACFD63A-38C8-4F0D-A78B-6EBE18B773D1},,,SDE,1752071691000,0
46,,2018-07-25,2018-08-03,,POLE REMOVAL NEEDED; TRANSFERS NEEDED,,REMOVAL NEEDED,CORNER OF GREEN RIDGE RD AND FRONTENAC ST,POLE REMOVAL NEEDED; TRANSFERS NEEDED,AT&T POLE; APC NOT ATTACHED,{15322338-EB6A-4994-AADF-7E863F696FF7},,,SDE,1752071691000,0
47,,2018-07-17,2018-08-03,,POLE REMOVAL NEEDED,,REMOVAL NEEDED,2950 SUSAN DR,POLE REMOVAL NEEDED,APC TO PULL STUB (NOTE FROM FORMAN),{59DEA950-864D-4193-9520-DC14CBEC4F1A},,,SDE,1752071691000,0
48,,2018-07-17,2018-08-03,,POLE REMOVAL NEEDED; TRANSFERS NEEDED,,REMOVAL NEEDED,3845 CHATWOOD ST,POLE REMOVAL NEEDED; TRANSFERS NEEDED,CATV ATTACHED; NOTIFIED 8/9/18,{9810214D-A511-4149-9E6D-D711CA182061},,,SDE,1752071691000,0
49,,2018-08-15,2018-08-23,,POLE REMOVAL NEEDED; TRANSFERS NEEDED,,REMOVAL NEEDED,CORNER OF MOLTON AND BIBB ST,POLE REMOVAL NEEDED; TRANSFERS NEEDED,CATV ATTACHED; NOTIFIED 8/27/18,{0331189C-14C4-40D0-B3AE-7ABA28E12CA4},,,SDE,1752071691000,0
50,,2018-09-17,2018-09-19,,POLE REMOVAL NEEDED; TRANSFERS NEEDED,,REMOVAL NEEDED,CORNER OF GOVERNORS DR AND MCGHEE RD,POLE REMOVAL NEEDED; TRANSFERS NEEDED, ,{F2686E5E-88F9-418B-A8A3-20971D7D4FB8},,,SDE,1752071691000,0
51,,2018-09-05,2018-09-19,,POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,418 S DECATUR ST,POLE TOP HANGING; TRANSFERS NEEDED,POLE BROKEN 9/2 4 JU ATTACHMENTS; NOTIFIED 9/4 NJUNS 3654580,{FA8A989F-3EA0-4D52-891C-902E93057EA4},,,SDE,1752071691000,0
52,,2019-01-11,2019-01-31,,POLE REMOVAL NEEDED; TRANSFERS NEEDED,,REMOVAL NEEDED,399 GEORGENA CURVE,POLE REMOVAL NEEDED; TRANSFERS NEEDED,AT&T POLE; APC NOT ATTACHED,{432A70D2-EABE-4C34-8222-1AB2136C8B7D},,,SDE,1752071691000,0
53,,2019-01-25,2019-01-31,,POLE REMOVAL NEEDED; TRANSFERS NEEDED,,REMOVAL NEEDED,AT INTERSECTION OF MARYLAND ST AND UPPER WETUMPKA RD,POLE REMOVAL NEEDED; TRANSFERS NEEDED,CHARTER AND WOW ATTACHED; NOTIFIED 2/6/19,{21D1BAAA-6158-47AB-A973-2F5918A52BB2},,,SDE,1752071691000,0
54,,2019-01-25,2019-01-31,,BROKEN POLE; TRANSFERS NEEDED,,DAMAGED,2400 UPPER WETUMPKA RD,BROKEN POLE; TRANSFERS NEEDED,AT&T POLE; APC NOT ATTACHED,{91E7DD18-530A-4391-B9D5-D2C43CE476CC},,,SDE,1752071691000,0
55,,2019-01-30,2019-01-31,,POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,INTERSECTION OF PARK PLACE AND MULBERRY ST,POLE TOP HANGING; TRANSFERS NEEDED,AT&T ATTACHED TO POLE; NOTIFIED 4/16/18,{2DDFA5DC-8670-45A6-B17C-6CBEA8F03203},,,SDE,1752071691000,0
56,,2019-01-25,2019-01-31,,POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,2421 UPPER WETUMPKA RD,POLE TOP HANGING; TRANSFERS NEEDED,AT&T POLE; APC NOT ATTACHED,{7A3085CB-92EF-415E-9201-BD6620971D96},,,SDE,1752071691000,0
57,,2019-01-30,2019-01-31,,POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,4365 VIRGINIA LOOP RD,POLE TOP HANGING; TRANSFERS NEEDED,AT&T POLE; APC NOT ATTACHED,{42DF5EFF-4DEC-40BA-B9C1-84B8CDE6BEA8},,,SDE,1752071691000,0
58,,2019-05-24,2019-01-31,,BROKEN POLE; TRANSFERS NEEDED,,DAMAGED,2900 SUSAN DR,BROKEN POLE; TRANSFERS NEEDED,CHARTER AND WOW ATTACHED; NOTIFIED 2/6/19,{FBD752CA-2A88-42F8-919D-A3FBB0EF7E90},,,SDE,1752071691000,0
59,,2019-05-24,2019-03-26,,POLE REMOVAL NEEDED; TRANSFERS NEEDED,,REMOVAL NEEDED,18 W VANDIVER BLVD,POLE REMOVAL NEEDED; TRANSFERS NEEDED,CHARTER AND AT&T ATTACHED; NOTIFIED 3/28/19,{2157413B-79E8-4C60-8D50-557411800428},,,SDE,1752071691000,0
60,,2019-05-10,2019-05-24,,BROKEN POLE; TRANSFERS NEEDED,,DAMAGED,INTERSECTION OF S PERRY ST AND SCOTT ST,BROKEN POLE; TRANSFERS NEEDED,NEW POLE WAS IN PLACE 5/23/19 POWER TRANSFERRED; OTHERS NEED TO TRANSFER,{681FE3F8-1973-47F7-8C44-45FDDFD27E2D},,,SDE,1752071691000,0
61,,2019-04-01,2019-04-19,,BROKEN POLE; TRANSFERS NEEDED,,DAMAGED,412 CHISHOLM ST,BROKEN POLE; TRANSFERS NEEDED,AT&T POLE; APC NOT ATTACHED,{F5B6340A-A151-4086-8D73-0AD07B92510C},,,SDE,1752071691000,0
62,,2019-05-14,2019-05-24,,POLE REMOVAL NEEDED; TRANSFERS NEEDED,,LEANING,INTERSECTION OF S UNION ST AND UNIVERSITY DR,POLE REMOVAL NEEDED; TRANSFERS NEEDED,3 JU CABLE ATTACHED; NOTIFIED 5/30/19 NJUNS3932847,{F6993B52-26FD-49DA-BB0E-1BBE4245AE97},,,SDE,1752071691000,0
63,,2019-04-01,2019-04-19,,POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,3032 BAFFIN DR,POLE TOP HANGING; TRANSFERS NEEDED,WOW ATTACHED; NOTIFIED 5/3/19 NJUNS 3902343,{09B23E28-6963-4C4E-AF5B-AD98C3DDB4AB},,,SDE,1752071691000,0
64,,2019-04-10,2019-04-19,,POLE REMOVAL NEEDED; TRANSFERS NEEDED,,REMOVAL NEEDED,4380 WARES FERRY RD,POLE REMOVAL NEEDED; TRANSFERS NEEDED,AT&T POLE; APC NOT ATTACHED,{B1B56EA9-FB29-4B5F-933C-F0C260DB9CB2},,,SDE,1752071691000,0
65,,2019-05-10,2019-05-24,,POLE REMOVAL NEEDED,,REMOVAL NEEDED,43 N JACKSON ST,POLE REMOVAL NEEDED,CHECK UNDERGROUND BOX NEXT TO POLE NJUNS 3932895,{D6D8CC50-D0C9-4EB6-BFC2-D85293BFA2A9},,,SDE,1752071691000,0
66,,2019-05-24,2019-05-24,,POLE REMOVAL NEEDED,,REMOVAL NEEDED,682 JORYNE DR,POLE REMOVAL NEEDED,AT&T POLE; APC NOT ATTACHED,{91F90534-AB01-44B3-A9A3-E5FCEF33E6D1},,,SDE,1752071691000,0
67,,2019-07-16,2019-07-19,,POLE REMOVAL NEEDED,,REMOVAL NEEDED,ON THE CORNER OF FAIRVIEW AVE AND ELLEN ST,POLE REMOVAL NEEDED,AT&T POLE; APC NOT ATTACHED,{3800BB74-B088-4C0D-A43C-F0B1E6F625B5},,,SDE,1752071691000,0
68,,2019-08-23,2019-09-04,,POLE REMOVAL NEEDED; TRANSFERS NEEDED,,LEANING,INTERSECTION OF S COURT ST AND MILDRED ST,POLE REMOVAL NEEDED; TRANSFERS NEEDED, ,{3C58F2A9-EFA7-47C1-AC99-A805C00A7AFB},,,SDE,1752071691000,0
69,,2019-08-23,2019-09-04,,POLE REMOVAL NEEDED; TRANSFERS NEEDED,,LEANING,INTERSECTION OF S COURT ST AND MILDRED ST,POLE REMOVAL NEEDED; TRANSFERS NEEDED,THIS POLE IS SHOWNIG DISTRESS AND IS ANCHORING THE ONE LISTED ABOVE,{6E82CC14-E730-4E81-A436-4BA99197EA08},,,SDE,1752071691000,0
70,,2019-08-28,2019-09-04,,2-POLE REMOVAL NEEDED,,REMOVAL NEEDED,BEHIND THE BURLINGTON COAT FACTORY IN EAST CHASE,2-POLE REMOVAL NEEDED, ,{566B3A79-F1C0-4F30-B827-CC045FF1C76F},,,SDE,1752071691000,0
71,,2019-05-24,2019-05-24,,POLE REMOVAL NEEDED; TRANSFERS NEEDED,,REMOVAL NEEDED,2631 WHISPERING PINES DR,POLE REMOVAL NEEDED; TRANSFERS NEEDED,CHARTER AND WOW ATTACHED; NOTIFIED 5/28/19 NJUNS 3929543,{21415B92-B2D2-4E6F-A45E-E3199E957032},,,SDE,1752071691000,0
72,,2019-06-18,2019-07-19,,POLE REMOVAL NEEDED; TRANSFERS NEEDED,,LEANING,111 S HULL ST,POLE REMOVAL NEEDED; TRANSFERS NEEDED,AT&T POLE; APC NOT ATTACHED,{AF29ACC6-EB98-4C57-B3BF-FA00945D5F6E},,,SDE,1752071691000,0
73,,2019-08-23,2019-09-04,,POLE REMOVAL NEEDED,,REMOVAL NEEDED,647 S COURT ST,POLE REMOVAL NEEDED, ,{CD4F0D19-FDA7-4F2B-BF1F-8AE7FE17B68B},,,SDE,1752071691000,0
74,,2019-08-29,2019-09-04,,POLE REMOVAL NEEDED,,REMOVAL NEEDED,1932 WINDSOR AVE,POLE REMOVAL NEEDED, ,{F4231E18-67EB-4A34-85D4-005D563908BB},,,SDE,1752071691000,0
75,,2019-08-30,2019-09-04,,POLE REMOVAL NEEDED,,REMOVAL NEEDED,AT INTERSECTION OF FELDER AVE AND GALENA AVE,POLE REMOVAL NEEDED, ,{32138BE0-CD20-4833-A45B-8E7367EE3C1D},,,SDE,1752071691000,0
76,,2019-09-03,2019-09-04,,POLE REMOVAL NEEDED,,REMOVAL NEEDED,1319 MAGNOLIA CURVE,POLE REMOVAL NEEDED, ,{DE3849C6-3F7B-447D-8947-1F67967F23CA},,,SDE,1752071691000,0
77,,2019-09-03,2019-09-04,,POLE REMOVAL NEEDED,,REMOVAL NEEDED,2316 CLOVERDALE PARK,POLE REMOVAL NEEDED, ,{9151ED3F-0DDC-4CC0-82F5-C5C6CA2F3EC6},,,SDE,1752071691000,0
78,,2019-08-29,2019-09-04,,POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,1662 N DECATUR ST,POLE TOP HANGING; TRANSFERS NEEDED, ,{5C89A8DB-17F5-4E5F-A355-A82390011ECC},,,SDE,1752071691000,0
79,,,2018-04-05,,POLE REMOVAL NEEDED; TRANSFERS NEEDED,,REMOVAL NEEDED,NARROW LANE RD AT WOODLEY RD INTERSECTION,POLE REMOVAL NEEDED; TRANSFERS NEEDED, ,{C28149B7-C60C-4A48-A38B-4272C30CE8B9},,,SDE,1752071691000,0
80,,2018-09-12,,,LOW HANGING WIRES,,LOW HANGING WIRES,733 FORESTDALE DR,LOW HANGING WIRES,APPEARS TO BE CABLE,{9B1640FB-4CF0-4003-AFB7-1EF86B8602B3},,,SDE,1752071691000,0
81,,2019-12-04,2019-12-06,,BROKEN POLE; TRANSFERS NEEDED,,DAMAGED,2647 LOWER WETUMPKA RD,BROKEN POLE; TRANSFERS NEEDED, ,{C1EF2789-295B-40C2-B096-4F32BD4519D6},,,SDE,1752071691000,2
82,,2019-12-06,2019-12-06,,POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,300 S CAPITOL PKWY,POLE TOP HANGING; TRANSFERS NEEDED, ,{25A675D0-6CFB-4078-A8CB-48F8A78514C6},,,SDE,1752071691000,0
83,,2019-12-11,2019-12-12,,BROKEN POLE; TRANSFERS NEEDED,,DAMAGED,13 KELLY LN,BROKEN POLE; TRANSFERS NEEDED, ,{E20F8E5A-ECB3-4AD7-BBC9-5970332D2A23},,,SDE,1752071691000,11
84,,2019-12-11,2019-12-12,,STUB POLE REMOVAL NEEDED,,REMOVAL NEEDED,23 KELLY LN,STUB POLE REMOVAL NEEDED, ,{0750FCA1-7D0C-495F-BA98-FF47140D5C5C},,,SDE,1752071691000,12
