OBJECTID,Count_,Date_Inspection,Date_Utilities,Type_Inspection,Inspection_Observation,FollowUp_Actions,Report_Type,Location,Type_Damaged,Comments,GlobalID,created_user,created_date,last_edited_user,last_edited_date,TrackingNo
261,,2022-03-15,2022-03-15,,STUB POLE REMOVAL NEEDED,,REMOVAL NEEDED,KIRKSEY AVE AT 4001 MOBILE HWY,STUB POLE REMOVAL NEEDED,BROKEN POLE; NO ATTACHMENTS,{FE7A8F25-763A-40F1-9E03-00A077D9A0D8},,,SDE,1752071691000,252
262,,2022-03-17,2022-04-27,,BROKEN POLE; TRANSFERS NEEDED,,DAMAGED,4223 STRATHMORE DR,BROKEN POLE; TRANSFERS NEEDED,1 ATTACHMENT WITH ANCHOR,{3F76488C-D09F-4D30-AEF8-B358A74EB9C8},,,SDE,1752071691000,253
263,,2022-03-17,2022-04-27,,BROKEN POLE REMOVAL NEEDED,,REMOVAL NEEDED,4210 STRATHMORE DR AT TENNIS COURT,BROKEN POLE REMOVAL NEEDED,NO ATTACHMENTS,{966B9224-3FB6-439B-917C-62D09AFDB52C},,,SDE,1752071691000,254
264,,2022-03-22,2022-04-27,,BROKEN POLE; TRANSFERS NEEDED,,DAMAGED,HIGHLAND AVE AT PUTNAM ST,BROKEN POLE; TRANSFERS NEEDED,20 ATTACHMENTS,{4441B1CF-6474-476C-AB60-E3D23C534088},,,SDE,1752071691000,255
265,,2022-04-08,2022-04-27,,LOW HANGING WIRES,,LOW HANGING WIRES,4402 BELL CHASE DR,LOW HANGING WIRES,WIRE ON GROUND BETWEEN 4402 AND 4396,{B5F99072-062F-4095-85E3-95C29B83E061},,,SDE,1752071691000,256
266,,2022-04-27,2022-04-27,,POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,3855 WOODLEY RD,POLE TOP HANGING; TRANSFERS NEEDED,2 ATTACHMENTS,{E0FE49A4-DED1-4ECD-84EE-56655FC3443D},,,SDE,1752071691000,258
267,,2022-04-27,2022-04-27,,POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,371 YESTERHOUSE DR AT WARES FERRY RD,POLE TOP HANGING; TRANSFERS NEEDED,2 ATTACHMENTS,{8BFF9E4C-7E4B-441E-B7EF-1D4149CAF600},,,SDE,1752071691000,259
268,,2022-05-03,2022-06-02,,LOW HANGING WIRES,,LOW HANGING WIRES,6229 WARES FERRY RD,LOW HANGING WIRES, ,{6DC37EF6-BB2A-4D8B-80CD-D6D075E382A6},,,SDE,1752071691000,260
269,,2022-05-26,2022-06-02,,POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,1373 BEAUMONT DR,POLE TOP HANGING; TRANSFERS NEEDED,4 ATTACHMENTS,{B0808823-7316-4B2F-BC3D-70116FD51CEB},,,SDE,1752071691000,261
270,,2022-06-02,2022-06-02,,BROKEN POLE; TRANSFERS NEEDED,,DAMAGED,W CROMWELL ST AT EDGAR D NIXON AVE,BROKEN POLE; TRANSFERS NEEDED,2 ATTACHMENTS,{BF58B69A-96F4-4216-BE46-B9234DA928DD},,,SDE,1752071691000,263
271,,2022-06-02,2022-06-02,,POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,FELDER AVE S OF SANFORD ST,POLE TOP HANGING; TRANSFERS NEEDED,4 ATTACHMENTS,{C4A1771A-F9F0-489D-B0C4-ADDEAABF19E4},,,SDE,1752071691000,265
272,,2022-06-22,2022-07-12,,POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,3069 TEXAS ST,POLE TOP HANGING; TRANSFERS NEEDED,2 ATTACHMENTS,{B7250BDA-ADA2-4565-9AF4-5A586A5B97D0},,,SDE,1752071691000,267
273,,2022-07-06,2022-07-12,,STUB POLE REMOVAL NEEDED,,REMOVAL NEEDED,3035 E SOUTH BLVD,STUB POLE REMOVAL NEEDED,NO ATTACHMENTS,{BF2ECC35-2F06-419D-937B-B2519B18B35F},,,SDE,1752071691000,269
274,,2022-07-06,2022-07-12,,BROKEN POLE; TRANSFERS NEEDED,,DAMAGED,123 COLUMBUS ST,BROKEN POLE; TRANSFERS NEEDED,3 ATTACHMENTS,{D5BCAAF5-33F2-4789-AB80-4C1FF9DDF282},,,SDE,1752071691000,270
275,,2022-08-01,2022-08-05,,STUB POLE REMOVAL NEEDED,,REMOVAL NEEDED,MALABAR RD AT WOODLEY PARK DR,STUB POLE REMOVAL NEEDED,NO ATTACHMENTS,{607906C3-1A3B-4B78-B5F0-9B1944830D44},,,SDE,1752071691000,275
276,,2022-08-01,2022-08-05,,STUB POLE REMOVAL NEEDED,,REMOVAL NEEDED,3209 RIDER WOOD DR,STUB POLE REMOVAL NEEDED,NO ATTACHMENTS,{C9722158-1725-49B5-9427-08D1F2842AD0},,,SDE,1752071691000,276
277,,2022-08-01,2022-08-05,,POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,3229 CAPWOOD CURVE,POLE TOP HANGING; TRANSFERS NEEDED,3 ATTACHMENTS,{F685668B-38C3-4E86-9D36-7B9354D28257},,,SDE,1752071691000,277
278,,2022-08-02,2022-08-05,,POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,LARCHMONT DR AT BURGWYN RD,POLE TOP HANGING; TRANSFERS NEEDED,5 ATTACHMENTS,{48146150-7D81-48DC-81BB-6E688BE87FA4},,,SDE,1752071691000,278
279,,2022-08-02,2022-08-05,,POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,361 KEMPTON DR,POLE TOP HANGING; TRANSFERS NEEDED,4 ATTACHMENTS,{B3C9F7F7-63B3-4A92-BC84-C5581107B970},,,SDE,1752071691000,279
280,,2022-08-19,2022-09-26,,BROKEN POLE; TRANSFERS NEEDED,,DAMAGED,MCMILLAN ST AT OLD SELMA RD,BROKEN POLE; TRANSFERS NEEDED,7 Attachments,{9AFF70C0-B880-4F83-BA76-325B8C1FD43C},,,SDE,1752071691000,282
281,,2022-09-20,2022-09-26,,POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,3313 MCGHEE RD,POLE TOP HANGING; TRANSFERS NEEDED,4 Attachments,{0A1C470D-7406-4AA4-976C-ED3656007D62},,,SDE,1752071691000,283
282,,2022-09-20,2022-09-26,,BROKEN POLE; TRANSFERS NEEDED,,DAMAGED,1314 HIGHLAND AVE,BROKEN POLE; TRANSFERS NEEDED,5 Attachments,{A3B689FE-DD84-4788-A812-69C35C2BE8AC},,,SDE,1752071691000,284
283,,2024-05-31,2024-06-06,,POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,5101 VAUGHN RD,POLE TOP HANGING; TRANSFERS NEEDED,5 ATTACHMENTS,{AF69426B-6487-494A-9833-14D21F89B569},,,SDE,1752071691000,357
284,,2024-05-28,2024-06-06,,STUB POLE REMOVAL NEEDED,,REMOVAL NEEDED,BOZEMAN DR; E SIDE; ACROSS FROM 3144,STUB POLE REMOVAL NEEDED,BROKEN POLE; NO TRANSFERS NEEDED,{17A7C932-6D86-44C9-8A72-5414B031FE35},,,SDE,1752071691000,356
285,,2024-04-03,2024-06-06,,POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,3875 WARES FERRY RD,POLE TOP HANGING; TRANSFERS NEEDED,NEW POLE IN PLACE; CABLE BLOCKING SIDEWALK,{1EDAE828-FA00-429F-B4A3-7F8E39B30F18},,,SDE,1752071691000,355
286,,2024-06-04,2024-06-06,,BROKEN POLE; TRANSFERS NEEDED,,DAMAGED,1235 BRAGG ST,BROKEN POLE; TRANSFERS NEEDED,POLE TOP HANGING; 4 ATTACHMENTS,{E6A3B987-3DAA-4A75-8D58-A9D98501284D},,,SDE,1752071691000,358
287,,2023-08-29,2024-06-06,,2-POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,1460 ANN ST,2-POLE TOP HANGING; TRANSFERS NEEDED,2 POLES HANGING WITH ATTACHMENTS,{0311491D-3BD2-4D1E-BC9B-4DA2216F215D},,,SDE,1752071691000,334
288,,2023-08-29,2024-06-06,,2-POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,1460 ANN ST,2-POLE TOP HANGING; TRANSFERS NEEDED,2 POLES HANGING WITH ATTACHMENTS,{29B0391A-5F85-416B-8614-09730F27ABF4},,,SDE,1752071691000,334
289,,2023-10-17,2023-11-17,,STUB POLE; TRANSFERS NEEDED,,DAMAGED,1813 E TRINITY BLVD,STUB POLE; TRANSFERS NEEDED,3 ATTACHMENTS,{70987F9D-8249-439B-B58B-644930AA0228},,,SDE,1752071691000,354
290,,2023-10-17,2023-11-17,,POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,1813 E TRINITY BLVD,POLE TOP HANGING; TRANSFERS NEEDED,6 ATTACHMENTS,{DC2591BB-46FA-4A12-BE8F-F5E762A20D58},,,SDE,1752071691000,353
291,,2023-10-17,2023-11-17,,2-POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,3474 GILMER AVE,2-POLE TOP HANGING; TRANSFERS NEEDED,2 POLE TOPS; 3 ATTACHMENTS,{28A71B06-0A17-4AC9-B04E-BCD06808B30C},,,SDE,1752071691000,352
292,,2023-10-17,2023-11-17,,STUB POLE REMOVAL NEEDED,,REMOVAL NEEDED,NE CORNER E FAIRVIEW AVE AT S PERRY ST,STUB POLE REMOVAL NEEDED,BROKEN POLE ON GROUND,{2CB57A7D-1E9D-4C1E-B801-E84F5E7EEB33},,,SDE,1752071691000,351
293,,2023-11-16,2023-11-17,,POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,NW CORNER WOODLEY RD AT WOODLEY TERRACE,POLE TOP HANGING; TRANSFERS NEEDED,6 ATTACHMENTS,{8BFBDF4E-E5A4-4B77-A913-4639AC0A3445},,,SDE,1752071691000,350
294,,2023-11-16,2023-11-17,,2-STUB POLE REMOVAL NEEDED,,REMOVAL NEEDED,4490 VIRGINIA LOOP RD,2-STUB POLE REMOVAL NEEDED,LEANING POLE; STUB POLE,{19676A1A-D8A7-493C-967D-CEF2A1D7CFF0},,,SDE,1752071691000,349
295,,2023-11-16,2023-11-17,,2-STUB POLE REMOVAL NEEDED,,REMOVAL NEEDED,4490 VIRGINIA LOOP RD,2-STUB POLE REMOVAL NEEDED,LEANING POLE; STUB POLE,{42F98C77-DE69-4518-9870-EBF60D2EED3B},,,SDE,1752071691000,349
296,,2023-11-16,2023-11-17,,POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,4307 VIRGINIA LOOP RD,POLE TOP HANGING; TRANSFERS NEEDED,3 ATTACHMENTS,{20A991DA-2CFD-4B95-871B-036AA18B9A61},,,SDE,1752071691000,348
297,,2023-11-16,2023-11-17,,STUB POLE REMOVAL NEEDED; TRANSFERS NEEDED,,REMOVAL NEEDED,712 PARK AVE,STUB POLE REMOVAL NEEDED; TRANSFERS NEEDED,2 ATTACHMENTS,{D66493A7-4C84-447E-B3F1-B3A5E8B21907},,,SDE,1752071691000,347
298,,2023-11-16,2023-11-17,,LOW HANGING WIRES,,LOW HANGING WIRES,3450 NORMAN BRIDGE RD,LOW HANGING WIRES,LOW HANGING WIRES,{86AC4F69-89C1-44F3-AED5-2C5ADC8C41ED},,,SDE,1752071691000,346
299,,2023-10-04,2023-10-04,,BROKEN POLE; TRANSFERS NEEDED,,DAMAGED,CARTER HILL RD; S SIDE; ACROSS FROM PINELEAF ST,BROKEN POLE; TRANSFERS NEEDED,4 ATTACHMENTS,{467EC11F-3460-4C42-B413-56FF1A14FAC5},,,SDE,1752071691000,344
300,,2023-09-19,2023-10-04,,POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,NW CORNER OF E SOUTH ST AND S DECATUR ST,POLE TOP HANGING; TRANSFERS NEEDED,3 ATTACHMENTS,{C032C106-6C2F-4841-BF80-95C05CF801F2},,,SDE,1752071691000,342
301,,2023-09-19,2023-10-04,,POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,NE CORNER OF HERRON ST AND N HOLT ST,POLE TOP HANGING; TRANSFERS NEEDED,4 ATTACHMENTS,{87440CBB-1A7B-4145-AE88-2567D1AAA0EB},,,SDE,1752071691000,343
302,,2023-09-12,2023-10-04,,BROKEN POLE; TRANSFERS NEEDED,,DAMAGED,3100 ATLANTA HWY,BROKEN POLE; TRANSFERS NEEDED,4 ATTACHMENTS,{4C5C9E5A-5075-49DA-8F20-B200B226F8B0},,,SDE,1752071691000,341
303,,2023-09-13,2023-10-04,,POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,ANN ST; W SIDE AT CAPITOL HEIGHTS BAPTIST CHURCH,POLE TOP HANGING; TRANSFERS NEEDED,4 ATTACHMENTS,{6E15A658-1AD8-4863-97D5-A01B2C98DBBB},,,SDE,1752071691000,340
304,,2023-09-12,2023-10-04,,POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,SW CORNER OF S COURT ST AND E HANNON ST,POLE TOP HANGING; TRANSFERS NEEDED,4 ATTACHMENTS,{6135C392-0CE4-4C39-9283-C93AF70774F7},,,SDE,1752071691000,339
305,,2023-08-25,2023-08-29,,POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,3525 WOODLEY RD,POLE TOP HANGING; TRANSFERS NEEDED,4 ATTACHMENTS,{A718E847-E235-43A4-8D6F-AB7CEDFF038B},,,SDE,1752071691000,338
306,,2023-08-25,2023-08-29,,LOW HANGING WIRES,,LOW HANGING WIRES,3525 WOODLEY RD,LOW HANGING WIRES,LOW HANGING WIRES AND DAMAGED CABINET,{2094F8E7-B4F0-40F6-A39C-5E8B4FE2248A},,,SDE,1752071691000,338
307,,2023-08-25,2023-08-29,,BROKEN POLE; TRANSFERS NEEDED,,DAMAGED,224 CONRAD ST,BROKEN POLE; TRANSFERS NEEDED,4 ATTACHMENTS,{40993517-0D1D-4079-81EA-CD848526A1A4},,,SDE,1752071691000,337
308,,2023-08-24,2023-08-29,,POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,2035 RIGBY ST,POLE TOP HANGING; TRANSFERS NEEDED,3 ATTACHMENTS,{0000048F-CBE3-4BE2-9537-340754A7F93B},,,SDE,1752071691000,336
309,,2023-08-23,2023-08-29,,POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,1038 GLEN GRATTAN,POLE TOP HANGING; TRANSFERS NEEDED,4 ATTACHMENTS,{F97C8A91-A5AF-4CAD-8621-F63C2B84B005},,,SDE,1752071691000,335
310,,2023-08-23,2023-08-29,,BROKEN POLE REMOVAL NEEDED,,REMOVAL NEEDED,1038 GLEN GRATTAN,BROKEN POLE REMOVAL NEEDED,NO ATTACHMENTS,{5DFA2E77-BC73-4293-9018-4B950019C268},,,SDE,1752071691000,333
311,,2023-08-23,2023-08-29,,BROKEN POLE REMOVAL NEEDED,,REMOVAL NEEDED,3751 THOMAS AVE,BROKEN POLE REMOVAL NEEDED,NO ATTACHMENTS,{A3D31762-1298-42E5-B40D-39E17867CA37},,,SDE,1752071691000,332
312,,2023-08-23,2023-08-29,,BROKEN POLE; TRANSFERS NEEDED,,DAMAGED,3721 THOMAS AVE,BROKEN POLE; TRANSFERS NEEDED,ATTACHMENTS,{9C98591F-9FB1-4420-8D0F-2E0BD2176350},,,SDE,1752071691000,331
313,,2023-08-23,2023-08-29,,LOW HANGING WIRES,,LOW HANGING WIRES,708 E SOUTH BLVD,LOW HANGING WIRES,LOW HANGING WIRES,{08598B22-9923-41FB-8559-0037136D6D46},,,SDE,1752071691000,330
314,,2023-07-25,2023-08-29,,PEDESTAL DAMAGE,,DAMAGED,6211 CHAPARRAL DR,PEDESTAL DAMAGE,PEDESTAL DAMAGE,{343F1E5B-A66B-4595-B1AA-84F329C9D631},,,SDE,1752071691000,328
315,,2023-07-25,2023-08-29,,LOW HANGING WIRES,,LOW HANGING WIRES,632 UNDERWOOD ST,LOW HANGING WIRES,LOW HANGING WIRES,{5D94FAD4-1E2A-4A76-B9ED-8C39A3EF91E3},,,SDE,1752071691000,327
316,,2023-07-06,2023-07-06,,LOW HANGING WIRES,,LOW HANGING WIRES,"N HOPPER ST; E SIDE, ACROSS FROM 27 N HOPPER ST",LOW HANGING WIRES,LOW HANGING WIRES,{BC70BFC3-B903-48A0-ADF3-93154426BF9A},,,SDE,1752071691000,325
317,,2023-07-05,2023-07-06,,STUB POLE REMOVAL NEEDED,,REMOVAL NEEDED,4400 WHITE ACRES RD,STUB POLE REMOVAL NEEDED,NO ATTACHMENTS,{464F5D6D-6452-4ACE-A45B-C13B2D8004CB},,,SDE,1752071691000,324
318,,2023-06-28,2023-07-06,,POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,612 GREEN RIDGE RD,POLE TOP HANGING; TRANSFERS NEEDED,3 ATTACHMENTS,{902066A4-98CC-4907-9371-3AD08B66A2F4},,,SDE,1752071691000,323
319,,2023-06-26,2023-07-06,,BROKEN POLE; TRANSFERS NEEDED,,DAMAGED,TAYLOR ROAD ROW; BEHIND 5900 DEAN TRACE,BROKEN POLE; TRANSFERS NEEDED,1 ATTACHMENT,{591DA191-AAFE-4F93-8F6C-B858FA8BAC55},,,SDE,1752071691000,322
320,,2023-05-23,2023-07-06,,BROKEN POLE; TRANSFERS NEEDED,,DAMAGED,SW CORNER OF S COURT ST AND E FRED D GRAY AVE,BROKEN POLE; TRANSFERS NEEDED,4 ATTACHMENTS,{F6A74981-2525-4F54-B402-8782F359010B},,,SDE,1752071691000,320
321,,2023-05-03,2023-07-06,,POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,NW CORNER OF N BAINBRIDGE ST AND RANDOLPH ST,POLE TOP HANGING; TRANSFERS NEEDED,4 ATTACHMENTS,{0BD133CC-0B57-4176-AD36-92CE338D2B0F},,,SDE,1752071691000,319
322,,2023-05-03,2023-07-06,,LOW HANGING WIRES,,LOW HANGING WIRES,N SIDE OF RANDOLPH ST; W OF N BAINBRIDGE ST,LOW HANGING WIRES,LOW HANGING WIRES,{821B830B-0ED1-4B73-9CDB-3AD9FFBEEA02},,,SDE,1752071691000,319
323,,2023-05-02,2023-05-02,,POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,467 MOBILE ST,POLE TOP HANGING; TRANSFERS NEEDED,4 ATTACHMENTS,{8BAB7818-6874-4A36-BE95-5C15B11C632C},,,SDE,1752071691000,318
324,,2023-05-01,2023-05-02,,STUB POLE REMOVAL NEEDED,,REMOVAL NEEDED,CENTER MEDIAN N BURBANK DR AND EASTDALE DR,STUB POLE REMOVAL NEEDED,NO ATTACHMENTS,{59B0BEE8-AD97-45D3-9D45-8202C16F630D},,,SDE,1752071691000,317
325,,2023-04-24,2023-05-02,,BROKEN POLE REMOVAL NEEDED,,REMOVAL NEEDED,"5888 CHERRY HILL RD, SW CORNER",BROKEN POLE REMOVAL NEEDED,POLE BOTTOM REMOVAL NEEDED,{3AD473AB-5A5F-4D60-B373-824B47472742},,,SDE,1752071691000,316
326,,2023-04-17,2023-05-02,,POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,1948 SPEIGLE ST,POLE TOP HANGING; TRANSFERS NEEDED,3 ATTACHMENTS,{6BD93B76-1CC1-4A28-95C7-8C6BA2EA77CC},,,SDE,1752071691000,315
327,,2023-01-27,2023-03-02,,BROKEN POLE; TRANSFERS NEEDED,,DAMAGED,1921 MT MEIGS RD,BROKEN POLE; TRANSFERS NEEDED,3 ATTACHMENTS,{1BF50033-F7FA-4FF5-B2F3-3AC9F3F56BF1},,,SDE,1752071691000,312
328,,2023-01-27,2023-03-02,,BROKEN POLE; TRANSFERS NEEDED,,DAMAGED,NORMAN BRIDGE RD AT 402 CLOVERDALE RD,BROKEN POLE; TRANSFERS NEEDED,3 ATTACHMENTS,{638BC183-E154-40CF-AF9C-C2CEBA0A3648},,,SDE,1752071691000,311
329,,2023-01-27,2023-03-02,,2-STUB POLE REMOVAL NEEDED,,REMOVAL NEEDED,1835 and 1845 ROBISON HILL RD,2-STUB POLE REMOVAL NEEDED,NO ATTACHMENTS,{91405227-D921-406B-B15E-136C4047C2E6},,,SDE,1752071691000,310
330,,2023-01-27,2023-03-02,,2-STUB POLE REMOVAL NEEDED,,REMOVAL NEEDED,1835 and 1845 ROBISON HILL RD,2-STUB POLE REMOVAL NEEDED,NO ATTACHMENTS,{7937B02E-DA26-431F-83A7-5272459FC383},,,SDE,1752071691000,310
331,,2023-01-18,2023-01-19,,POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,ANTHONY ST; W SIDE ACROSS FROM 51,POLE TOP HANGING; TRANSFERS NEEDED,2 ATTACHMENTS,{51A3D249-B5D5-4318-901D-E563631D42E1},,,SDE,1752071691000,309
332,,2023-01-11,2023-01-19,,BROKEN POLE; TRANSFERS NEEDED,,DAMAGED,616 SMYTHE ST,BROKEN POLE; TRANSFERS NEEDED,4 ATTACHMENTS,{31B90A97-E369-4E7F-9A27-DEABD9FE908F},,,SDE,1752071691000,308
333,,2023-01-03,2023-01-19,,BROKEN POLE; TRANSFERS NEEDED,,DAMAGED,3808 QUENBY DR,BROKEN POLE; TRANSFERS NEEDED,8 ATTACHMENTS,{3CAE57A1-8D7E-4F0D-A383-7710968D50A2},,,SDE,1752071691000,307
334,,2022-12-06,2022-12-06,,BROKEN POLE; TRANSFERS NEEDED,,DAMAGED,1828 ALDERPOINT DR,BROKEN POLE; TRANSFERS NEEDED,15 attachments,{1BEA3B61-4BAF-44C5-B783-5CEF206A5CA6},,,SDE,1752071691000,305
335,,2022-12-06,2022-12-06,,POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,SE CORNER OF S COURT ST AND E SOUTH BLVD SERVICE RD,POLE TOP HANGING; TRANSFERS NEEDED,5 ATTACHMENTS,{2BDB9DFC-4CD7-45E1-84A1-2799DA40F9BC},,,SDE,1752071691000,304
336,,2022-12-06,2022-12-06,,POLE REMOVAL; TRANSFERS NEEDED,,DAMAGED,1522 S COURT ST,POLE REMOVAL; TRANSFERS NEEDED,4 ATTACHMENTS,{4FF4F2CA-7818-463A-ADBB-ACA5E02832CD},,,SDE,1752071691000,303
337,,2022-12-06,2022-12-06,,BROKEN POLE; TRANSFERS NEEDED,,DAMAGED,770 S COURT ST,BROKEN POLE; TRANSFERS NEEDED,3 ATTACHMENTS,{CAB093BB-9C51-4253-9256-46C67373E342},,,SDE,1752071691000,302
338,,2022-10-27,2023-12-06,,STUB POLE REMOVAL NEEDED,,REMOVAL NEEDED,SMYTHE ST AT 1200 LAKE ST,STUB POLE REMOVAL NEEDED,NO ATTACHMENTS,{C901AC98-9DDC-4ADE-ACE9-F12B7FBC73DC},,,SDE,1752071691000,300
339,,2022-10-26,2022-12-06,,POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,FAIRGROUND RD; E SIDE ACROSS FROM 3131,POLE TOP HANGING; TRANSFERS NEEDED,3 ATTACHMENTS,{8C1451A5-73E8-4949-848C-1A61EC55204B},,,SDE,1752071691000,299
340,,2022-10-24,2022-12-06,,STUB POLE REMOVAL NEEDED,,REMOVAL NEEDED,1225 HUTCHINSON ST,STUB POLE REMOVAL NEEDED,NO ATTACHMENTS,{127C77BE-D7CB-40B2-AC83-EB48F6C73EC4},,,SDE,1752071691000,298
341,,2022-10-24,2022-12-06,,DAMAGED POLE; TRANSFERS NEEDED,,DAMAGED,1225 HUTCHINSON ST,DAMAGED POLE; TRANSFERS NEEDED,ATTACHMENTS,{F1975FD5-AF1E-4D25-AD80-4174A970FFE1},,,SDE,1752071691000,295
342,,2022-10-24,2022-12-06,,LOW HANGING WIRES,,LOW HANGING WIRES,1225 HUTCHINSON ST,LOW HANGING WIRES,ATTACHMENTS,{79052AEC-E95F-4428-A7B5-94840A07B0F0},,,SDE,1752071691000,295
343,,2022-10-21,2022-10-21,,STUB POLE REMOVAL NEEDED,,REMOVAL NEEDED,1010 LINCOLN RD,STUB POLE REMOVAL NEEDED,NO ATTACHMENTS,{54CBEDCE-3646-4A59-92E4-921223BFFF93},,,SDE,1752071691000,294
344,,2022-10-21,2022-10-21,,BROKEN POLE; TRANSFERS NEEDED,,DAMAGED,SW CORNER OF N DECATUR ST AND COLUMBUS ST,BROKEN POLE; TRANSFERS NEEDED,5 ATTACHMENTS,{B60A953D-0621-4ABF-8975-C8395B76A8E1},,,SDE,1752071691000,293
345,,2022-10-21,2022-10-21,,POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,1338 BRAGG ST,POLE TOP HANGING; TRANSFERS NEEDED,3 ATTACHMENTS,{4F96477C-41C9-4636-91DF-1E1866ABFD07},,,SDE,1752071691000,292
346,,2022-10-12,2022-10-21,,STUB POLE REMOVAL NEEDED,,REMOVAL NEEDED,1338 ZEPHYR HILLS DR,STUB POLE REMOVAL NEEDED,NO ATTACHMENTS,{2040304E-3130-41EF-B9A9-D6E762A3F0B8},,,SDE,1752071691000,290
347,,2022-10-12,2022-10-21,,STUB POLE REMOVAL NEEDED,,REMOVAL NEEDED,1360 ZEPHYR HILLS DR,STUB POLE REMOVAL NEEDED,NO ATTACHMENTS,{E970AC70-FCB9-4D9E-B44B-A9709891F295},,,SDE,1752071691000,289
348,,2022-10-11,2022-10-21,,POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,NW CORNER OF GREEN RIDGE RD AND WILLOW LANE DR,POLE TOP HANGING; TRANSFERS NEEDED,3 ATTACHMENTS,{80F32D17-8823-46B6-AE8A-D66E2C68933D},,,SDE,1752071691000,287
349,,2024-09-09,2024-09-27,,POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,4035 FAIRGROUND ROAD,POLE TOP HANGING; TRANSFERS NEEDED,4 ATTACHMENTS,{ECBB72AD-E153-40E0-B8D0-9495DE110570},,,SDE,1752071691000,363
350,,2024-09-09,2024-09-27,,BROKEN POLE; TRANSFERS NEEDED,,DAMAGED,4035 FAIRGROUND ROAD,BROKEN POLE; TRANSFERS NEEDED,4 ATTACHMENTS,{5A627C9A-D73B-4833-AF22-985AF0477AFA},,,SDE,1752071691000,363
351,,2024-09-16,2024-09-27,,POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,2101 WINDSOR AVE,POLE TOP HANGING; TRANSFERS NEEDED,4 ATTACHMENTS,{A8E095F2-CB72-406D-8BD1-09EEC1BD72EC},,,SDE,1752071691000,364
352,,2024-09-17,2024-09-27,,POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,3807 Windsor Ave,POLE TOP HANGING; TRANSFERS NEEDED,4 ATTACHMENTS,{BF9A3A1B-31E2-4381-B4CA-40BC2FE3550C},,,SDE,1752071691000,365
353,,2024-09-19,2024-09-27,,POLE TOP HANGING; REMOVAL NEEDED,,DAMAGED,1322 South Decatur St,POLE TOP HANGING; REMOVAL NEEDED,3 ATTACHMENTS,{A155B66E-38D6-4448-8F1A-9247A5CA2D17},,,SDE,1752071691000,366
354,,2024-09-26,2024-09-27,,POLE TOP HANGING; REMOVAL NEEDED,,DAMAGED,3864 West April St,POLE TOP HANGING; REMOVAL NEEDED,1 ATTACHMENT,{226CEF35-82B6-4F8D-9751-2EA36B0E837B},,,SDE,1752071691000,367
355,,2024-09-27,2024-09-27,,BROKEN POLE; REMOVAL NEEDED,,REMOVAL NEEDED,1001 North Court St,BROKEN POLE; REMOVAL NEEDED,NO ATTACHMENTS,{13A09121-4A1E-4D53-8BB2-70C344ED1E20},,,SDE,1752071691000,368
356,,2024-09-27,2024-09-27,,POLE TOP HANGING; REMOVAL NEEDED,,DAMAGED,2332 Narrow Lane Rd,POLE TOP HANGING; REMOVAL NEEDED,1 ATTACHMENT,{798C9C34-2518-449E-B83A-3038A0BA084D},,,SDE,1752071691000,369
