X,Y,OBJECTID,Request_ID,Create_Date,Department,Request_Type,Address,District,Status,Close_Date,Origin,Latitude,Longitude,Year,GlobalID,created_user,created_date,last_edited_user,last_edited_date
510522.624027997,676264.948391572,103,317748,2021/01/04 17:59:00+00,Street Maintenance,Sidewalk,1438 GILMER AVE,3,Closed,2024/07/19 13:08:00+00,Call Center,32.3582445,-86.3049878,2021,{2C94FAAA-B1D1-42B9-B39E-FA455D6386F0},,,,
511302.110001829,685153.542490989,104,317749,2021/01/04 18:04:00+00,Urban Forestry,Tree Maintenance,420 N Decatur St,3,Closed,2021/01/08 22:15:00+00,Control Panel,32.3826852,-86.3025898,2021,{29C1BD4B-28AC-455E-B5EB-07FCEC41BDC3},,,,
534525.328975245,666906.886070989,105,317750,2021/01/04 18:19:00+00,Code Enforcement,General Repairs,3338 Fountain Ct,8,Closed,2021/01/08 13:36:00+00,Call Center,32.3327892,-86.2271476,2021,{63D304A9-A5B3-4D67-9A8E-F21360C7EB16},,,,
525681.311558329,662041.698294826,106,317751,2021/01/04 18:27:00+00,Sanitation Department,Missed Pick Up,2712 ENDICOTT DR,6,Closed,2021/01/08 21:27:00+00,Call Center,32.3193239,-86.2557174,2021,{DDB8F8EB-4AF0-43FF-BC98-758AE8B17095},,,,
512775.347540911,684847.070334904,107,317752,2021/01/04 18:30:00+00,Building Maintenance,COM Electrical,320 N Ripley St,3,Closed,2021/01/05 16:38:00+00,Call Center,32.3818605,-86.2978134,2021,{1B947091-8CBD-4283-80CE-FFAF7CB6E089},,,,
517619.95071258,697402.184660323,108,317753,2021/01/04 18:35:00+00,Street Maintenance,Request Cleaning,200 SHELLY LN,3,Closed,2021/01/08 14:27:00+00,Call Center,32.4164264,-86.2822917,2021,{C09ED75A-F26D-4AAF-8993-A09DBA00488E},,,,
517619.95071258,697402.184660323,109,317754,2021/01/04 18:36:00+00,Code Enforcement,Nuisance,200 SHELLY LN,3,Closed,2021/01/05 18:28:00+00,Call Center,32.4164264,-86.2822917,2021,{9C256F12-3D3C-4A13-A1F6-E2DAB6CBB2EB},,,,
497159.373195495,658995.387786403,110,317755,2021/01/04 18:48:00+00,Sanitation Department,Request A New Container,109 KINGSWOOD RD,4,Closed,2021/01/11 20:29:00+00,Call Center,32.310608,-86.3479933,2021,{700DAE1C-A6C0-4AF6-BBDA-1FA4FB24E556},,,,
528106.197784662,686816.682865493,111,317756,2021/01/04 18:55:00+00,Street Maintenance,Clean Inlets,307 FERRY WAY,2,Closed,2021/01/08 14:19:00+00,Call Center,32.3874474,-86.2481789,2021,{891A4940-4CD6-4B72-8F03-4288A1CE0F42},,,,
,,112,317757,2021/01/04 19:12:00+00,FAQ,Ask 3-1-1,,,Closed,2021/01/04 19:12:00+00,Call Center,0,0,2021,{611091D1-0FA9-40D6-8F99-57AE6ED68F5A},,,,
,,113,317758,2021/01/04 19:16:00+00,Inspections Department,Inquiries,,,Closed,2021/01/04 19:16:00+00,Call Center,0,0,2021,{FD728744-00DD-4449-8A69-9834B7B631BD},,,,
,,114,317759,2021/01/04 19:19:00+00,Sanitation Department,Inquiries,,,Closed,2021/01/04 19:19:00+00,Call Center,0,0,2021,{7AF514ED-ADB0-4338-A62E-ABF738A2B02D},,,,
527525.534247831,654719.963266402,115,317760,2021/01/04 19:19:00+00,Sanitation Department,Leaves and Debris Pick up,Knoll Gate Rd,6,Closed,2021/01/08 21:37:00+00,Call Center,32.2992188,-86.2496557,2021,{5DEE3E5B-6B68-432A-878F-3D1C763BC8EA},,,,
486590.758505996,661239.805541657,116,317761,2021/01/04 19:31:00+00,Code Enforcement,Inquiries,4113 GATEWAY DR,4,Closed,2021/01/04 19:31:00+00,Call Center,32.3166329,-86.3822367,2021,{7BA5C146-B51F-4DD8-9B3C-3048EDA2FA1F},,,,
526441.46062858,661676.133081071,117,317762,2021/01/04 19:31:00+00,Sanitation Department,Missed Pick Up,WOODLEY PARK DR,6,Closed,2021/01/08 16:10:00+00,Call Center,32.3183273,-86.2532522,2021,{4185F179-AD79-497A-920D-FE3D035FB8AB},,,,
,,118,317763,2021/01/04 19:35:00+00,FAQ,Ask 3-1-1,,,Closed,2021/01/04 19:35:00+00,Call Center,0,0,2021,{9477CD88-11EA-4C27-9349-98089ED436BF},,,,
,,119,317764,2021/01/04 19:38:00+00,FAQ,FAQ-City Hall ,,,Closed,2021/01/04 19:38:00+00,Call Center,0,0,2021,{8C2EE1B3-A7E7-462F-861C-A0D08A548E25},,,,
,,120,317765,2021/01/04 19:43:00+00,FAQ,Ask 3-1-1,,,Closed,2021/01/04 19:43:00+00,Call Center,0,0,2021,{0591AC0F-F601-4B04-998B-537F4A04E1A8},,,,
525978.502893079,669045.320770487,121,317766,2021/01/04 19:54:00+00,Sanitation Department,Missed Pick Up,3604 FOXHALL DR,5,Closed,2021/01/07 21:45:00+00,Call Center,32.3385776,-86.2548446,2021,{9AE2EA7B-0DA4-4CD2-B31E-CE121B83FCDA},,,,
527608.621680077,681705.843677737,122,317767,2021/01/04 20:03:00+00,Code Enforcement,Inquiries,681 JORYNE DR,1,Closed,2021/01/04 20:03:00+00,Call Center,32.3733943,-86.2497263,2021,{44E3A7DA-26DA-41BE-85AA-C9C0787AB157},,,,
522639.039755747,673165.286283821,123,317768,2021/01/04 20:06:00+00,Sanitation Department,Inquiries,OLD FARM RD,7,Closed,2021/01/04 20:06:00+00,Call Center,32.3498653,-86.2657104,2021,{EC79167E-0B28-4C8B-9237-38F779581E52},,,,
543061.834539995,683484.920500159,124,317769,2021/01/04 20:26:00+00,Traffic Engineering,Repair Existing Signs,SOUTH BURBANK DR ,9,Closed,2021/01/06 19:07:00+00,Call Center,32.3784397,-86.1996948,2021,{405505D9-7A71-4BEE-B609-0DB41D4F96CC},,,,
,,125,317770,2021/01/04 20:27:00+00,Sanitation Department,Inquiries,,,Closed,2021/01/04 20:27:00+00,Call Center,0,0,2021,{32930D57-FED2-4884-B0D6-FBBDD4888289},,,,
530563.953695912,679517.758158907,126,317771,2021/01/04 20:29:00+00,Street Maintenance,Clean Inlets,4133 BIENVILLE RD,1,Closed,2021/01/11 20:52:00+00,Call Center,32.3674113,-86.2401274,2021,{DBC94BF8-6F12-4B28-A1E8-B80CD9102F4E},,,,
524333.610513579,668304.702172987,127,317772,2021/01/04 20:34:00+00,Sanitation Department,Dead Animal pickup,3013 NORTH COLONIAL DR,5,Closed,2021/01/29 15:44:00+00,Call Center,32.336524,-86.2601606,2021,{08735622-3CFD-44D1-A474-31C76B5ABD0F},,,,
522263.137620412,661091.564040236,128,317773,2021/01/04 20:39:00+00,Code Enforcement,Parking On Front Lawn,MEADOW LN,6,Closed,2021/01/05 19:09:00+00,Call Center,32.3166748,-86.2667694,2021,{A2E6A933-3408-4209-93AC-6BFBAEE9214E},,,,
,,129,317774,2021/01/04 20:42:00+00,FAQ,FAQ-City Council Members,,,Closed,2021/01/04 20:42:00+00,Call Center,0,0,2021,{37FA8C2B-C90F-43DE-9687-D9504FFC5900},,,,
518210.142445579,678353.651891321,130,317775,2021/01/04 20:44:00+00,Planning Department,Inquiries,E 2nd St,3,Closed,2021/01/04 20:55:00+00,Website,32.3640762,-86.2801214,2021,{D960AD10-6554-48AA-83BE-3F09AB27FA25},,,,
511841.795602247,677042.174527407,131,317776,2021/01/04 20:49:00+00,Code Enforcement,Nuisance,482 MAURY ST,3,Closed,2021/01/06 14:44:00+00,Call Center,32.3603967,-86.3007269,2021,{0AE73479-6F37-4D53-8212-EDD0BE0171C6},,,,
517868.797327746,701299.093533158,132,317777,2021/01/04 20:52:00+00,Planning Department,Business in Residential District,201 SECOND ST (MHP),3,Closed,2021/01/05 14:46:00+00,Call Center,32.4271403,-86.2815383,2021,{D9953350-0AF1-4158-9756-19FE597D9EED},,,,
517868.797327746,701299.093533158,133,317778,2021/01/04 21:02:00+00,Code Enforcement,Nuisance,201 SECOND ST (MHP),3,Closed,2021/01/06 13:47:00+00,Call Center,32.4271403,-86.2815383,2021,{3F7762FF-FBFC-4361-BDE0-F4BC17C34EC6},,,,
517148.204280745,663788.550444156,134,317779,2021/01/04 21:09:00+00,Sanitation Department,Exchange Damage Container,1363 BANCROFT AVE,5,Closed,2021/01/08 13:14:00+00,Call Center,32.3240299,-86.2833623,2021,{6470B5FA-B3E3-4FE5-BC02-6281A4D176C3},,,,
520095.529750913,671509.771550238,135,317780,2021/01/04 21:14:00+00,Sanitation Department,Inquiries,2221 GREEN PARK DR,7,Closed,2021/01/04 21:14:00+00,Call Center,32.3452864,-86.2739243,2021,{DD4F7968-8979-49A9-8DB9-8FCC1E1F364D},,,,
,,136,317781,2021/01/04 21:17:00+00,FAQ,Ask 3-1-1,,,Closed,2021/01/04 21:17:00+00,Call Center,0,0,2021,{BACE6CDA-41D3-44A9-95DE-DED0D2911E6F},,,,
,,137,317782,2021/01/04 21:17:00+00,Sanitation Department,Inquiries,,,Closed,2021/01/04 21:17:00+00,Call Center,0,0,2021,{841BCD43-7DFA-40E1-8C77-95F719367847},,,,
500807.652316246,672386.788825072,138,317783,2021/01/04 21:19:00+00,Code Enforcement,Nuisance,3201 CAFFEY DR,4,Closed,2021/01/04 21:19:00+00,Call Center,32.3474634,-86.3363888,2021,{B5746FFB-BC8F-4CAC-B68A-65FF45FA8435},,,,
509480.896124579,684219.103086904,139,317784,2021/01/04 21:20:00+00,Building Maintenance,Fire Carpentry,19 MADISON AVE,3,Closed,2021/01/11 13:19:00+00,Call Center,32.3800947,-86.3084756,2021,{101258D2-3872-4916-9A35-57A26CFE4775},,,,
,,140,317785,2021/01/04 21:25:00+00,Sanitation Department,Inquiries,,,Closed,2021/01/04 21:25:00+00,Call Center,0,0,2021,{A0D36C4D-1011-49F4-AFB6-411864B184F8},,,,
508658.009975079,669805.671611987,141,317786,2021/01/04 21:29:00+00,Street Maintenance,Fallen Trees and Limbs,3636 FARRAR ST,7,Closed,2021/01/08 14:08:00+00,Call Center,32.3404677,-86.3109327,2021,{CBC8FB47-9C04-4985-A289-2908F124A378},,,,
,,142,317787,2021/01/04 21:30:00+00,FAQ,Ask 3-1-1,,,Closed,2021/01/04 21:30:00+00,Call Center,0,0,2021,{7DB9B2AD-404C-478A-90C4-2DC7FD164C99},,,,
545411.444342081,684071.069590323,143,317788,2021/01/04 21:32:00+00,Code Enforcement,General Repairs,6267 Bell Gables Rd,9,Closed,2021/01/05 19:09:00+00,Call Center,32.3800727,-86.1920906,2021,{9499042B-C445-4A7F-AA0B-3E46931E283F},,,,
506932.145972747,673879.168386236,144,317789,2021/01/04 21:33:00+00,Traffic Engineering,Replace a signal indication that is not working,WEST FAIRVIEW AVE,7,Closed,2021/01/06 13:29:00+00,Call Center,32.3516429,-86.31658,2021,{23F3D672-07F1-4109-8F4B-7D1B0D6608A4},,,,
,,145,317790,2021/01/04 21:36:00+00,Inspections Department,Inquiries,,,Closed,2021/01/04 21:36:00+00,Call Center,0,0,2021,{1E073AF0-8BF8-4CF3-A7AD-16E22E732171},,,,
546431.717235912,693107.150927573,146,317791,2021/01/04 21:36:00+00,Sanitation Department,Request A New Container,909 EXCELSIOR DR,2,Closed,2021/01/11 20:32:00+00,Website,32.404919,-86.1888831,2021,{2021433C-6C51-4BF0-AEB0-253A72C23E97},,,,
,,147,317792,2021/01/04 21:41:00+00,Sanitation Department,Inquiries,,,Closed,2021/01/04 21:41:00+00,Call Center,0,0,2021,{676AC182-E40B-44E7-9C04-5A932634470E},,,,
512722.620612245,686795.050034739,148,317793,2021/01/04 21:53:00+00,Building Maintenance,COM Electrical,934 NORTH RIPLEY ST,3,Closed,2021/01/05 16:22:00+00,Call Center,32.3872141,-86.2980116,2021,{9D2F919A-7CAE-49DA-B5D1-53051B6A1607},,,,
531692.990151744,660070.799349487,149,317794,2021/01/04 21:57:00+00,Street Maintenance,Concrete Repairs,4159 ST LOUIS RD,6,Closed,2023/05/09 15:17:00+00,Call Center,32.3139702,-86.2362339,2021,{B9D519DD-2774-4BB0-8896-4072305B1386},,,,
,,150,317795,2021/01/04 21:59:00+00,Sanitation Department,Inquiries,,,Closed,2021/01/04 21:59:00+00,Call Center,0,0,2021,{8A490655-7B43-4490-B3A1-A4E1578277BC},,,,
531692.990151744,660070.799349487,151,317796,2021/01/04 22:00:00+00,Street Maintenance,Sidewalk,4159 ST LOUIS RD,6,Closed,2021/03/05 15:46:00+00,Call Center,32.3139702,-86.2362339,2021,{DECE873D-8B39-4C98-9934-FF6E222A4E48},,,,
,,152,317797,2021/01/04 22:02:00+00,Sanitation Department,Inquiries,,,Closed,2021/01/04 22:02:00+00,Call Center,0,0,2021,{0A6A50B5-31C7-4157-869E-2EADA240A9A6},,,,
,,153,317798,2021/01/04 22:14:00+00,FAQ,Ask 3-1-1,,,Closed,2021/01/04 22:14:00+00,Call Center,0,0,2021,{C5231979-27BB-48A6-B5CB-C6D522304695},,,,
,,154,317799,2021/01/04 22:20:00+00,Code Enforcement,Inquiries,,,Closed,2021/01/04 22:20:00+00,Call Center,0,0,2021,{FFA0DA9F-79EE-4502-8E01-2D0ECE5D9D15},,,,
514626.785767164,671847.571727656,155,317800,2021/01/04 22:23:00+00,Code Enforcement,Nuisance,3336 AUDUBON RD,7,Closed,2021/01/06 18:05:00+00,Call Center,32.3461518,-86.291636,2021,{C0CC4985-D157-4102-A84F-E14ED397F3F7},,,,
,,156,317801,2021/01/04 22:24:00+00,Sanitation Department,Inquiries,,,Closed,2021/01/04 22:24:00+00,Call Center,0,0,2021,{E4C030E5-66C5-4DE0-A3F6-211185C603BF},,,,
557828.801397078,689866.877880573,157,317802,2021/01/04 22:25:00+00,FAQ,Ask 3-1-1,7607 DEER RIDGE CT,1,Closed,2021/01/04 22:25:00+00,Call Center,32.3961114,-86.1519249,2021,{D640E06B-E26F-42D7-9547-EBD77920AF74},,,,
527779.415957913,662587.912425488,158,317803,2021/01/04 22:27:00+00,Sanitation Department,Backyard Trash Pickup (Disability Service),3055 MEDFORD LN,6,Closed,2021/01/07 18:01:00+00,Call Center,32.3208478,-86.2489328,2021,{D33B24B3-915A-4BFE-8164-01F5A3BA10A9},,,,
527779.415957913,662587.912425488,159,317804,2021/01/04 22:33:00+00,Sanitation Department,Missed Pick Up,3055 MEDFORD LN,6,Closed,2021/01/04 22:33:00+00,Call Center,32.3208478,-86.2489328,2021,{2D6F64A4-218F-41FB-83C7-E574EC776576},,,,
,,160,317805,2021/01/04 22:44:00+00,FAQ,Ask 3-1-1,,,Closed,2021/01/04 22:44:00+00,Call Center,0,0,2021,{F71AF56C-FDCB-4A7A-B5A7-0965D5A8F386},,,,
,,161,317806,2021/01/04 23:02:00+00,FAQ,Ask 3-1-1,,,Closed,2021/01/04 23:02:00+00,Call Center,0,0,2021,{134A269D-7B04-4681-A734-0FC97CE218CB},,,,
517177.280338079,659632.446879737,162,317807,2021/01/04 23:05:00+00,Street Maintenance,Request Cleaning,SETH JOHNSON DR,5,Closed,2022/04/04 14:34:00+00,Call Center,32.3126066,-86.2832117,2021,{22FDDE08-3284-40EB-925F-0D426D3E142F},,,,
525922.817636997,692207.855810158,163,317808,2021/01/04 23:08:00+00,Code Enforcement,Parking On Front Lawn,1243 High Point Rd,2,Closed,2021/01/05 19:09:00+00,Call Center,32.4022422,-86.2553206,2021,{BD41E8AB-7F0F-496B-A5EE-77830CC50382},,,,
526083.042054079,692474.95895049,164,317809,2021/01/04 23:09:00+00,Code Enforcement,Parking On Front Lawn,1401 PINE RIDGE RD,2,Closed,2021/01/05 19:16:00+00,Call Center,32.4029781,-86.2548049,2021,{11709BEF-8EF7-4CFC-B71A-D97FF749C42B},,,,
510059.322133079,676669.013528325,165,317810,2021/01/05 01:30:00+00,Traffic Engineering,Stop Sign Missing/Damaged,1349 S Perry St,3,Closed,2021/01/05 13:43:00+00,Website,32.3593495,-86.3064939,2021,{133C88BE-FD12-4A1D-8171-53FE864CF1AE},,,,
510034.127301577,676509.116866492,166,317811,2021/01/05 03:11:00+00,Street Maintenance,Sidewalk,1405 S Perry St,3,Closed,2024/07/19 13:10:00+00,Website,32.3589097,-86.3065732,2021,{307D86DE-00C6-442C-B041-61BF771652A7},,,,
529523.494818829,684181.21241466,167,317812,2021/01/05 12:06:00+00,Building Maintenance,COM Ballfield Lighting,205 PERRY HILL RD,1,Closed,2021/01/05 14:07:00+00,Call Center,32.3802185,-86.243555,2021,{2CBED5D9-D33B-479F-ADB7-076EE3ADC7CD},,,,
,,168,317813,2021/01/05 13:38:00+00,FAQ,FAQ- Montgomery Police Department,,,Closed,2021/01/05 13:39:00+00,Call Center,0,0,2021,{6E6F179A-64B5-46E4-B171-83175E282CFD},,,,
530029.332061745,675556.193247408,169,317814,2021/01/05 13:54:00+00,Building Maintenance,Fire Carpentry,4110 CARMICHAEL RD,5,Closed,2021/01/05 14:08:00+00,Call Center,32.3565168,-86.2418099,2021,{DB535CC6-B045-4F0B-B39B-37606FA96523},,,,
530029.332061745,675556.193247408,170,317815,2021/01/05 14:06:00+00,Building Maintenance,Fire Carpentry,4110 CARMICHAEL RD,5,Closed,2021/01/08 13:06:00+00,Call Center,32.3565168,-86.2418099,2021,{670706C6-4A31-4B23-9EE4-105F43070E32},,,,
525745.280262411,684463.976940989,171,317816,2021/01/05 14:10:00+00,Code Enforcement,Nuisance,3515 COTTONWOOD DR,1,Closed,2021/01/06 13:50:00+00,Call Center,32.3809553,-86.2557967,2021,{49E33A1A-24D0-4803-9C22-A306281AB8C8},,,,
,,172,317817,2021/01/05 14:11:00+00,FAQ,Ask 3-1-1,,,Closed,2021/01/05 14:11:00+00,Call Center,0,0,2021,{013A4B3B-769D-40B9-94BC-7CBBF3D4DEC9},,,,
557911.573541246,684686.274724737,173,317818,2021/01/05 14:16:00+00,Sanitation Department,Dead Animal pickup,308 SEMINOLE DR,1,Closed,2021/02/18 13:08:00+00,Call Center,32.3818724,-86.1516068,2021,{1D1A5DBB-22F9-4034-968B-D3691CA01D19},,,,
,,174,317819,2021/01/05 14:17:00+00,Sanitation Department,Inquiries,,,Closed,2021/01/05 14:17:00+00,Call Center,0,0,2021,{FDDAE6BB-ED90-4CDA-841D-32819B47253B},,,,
511127.602476828,677342.286788076,175,317820,2021/01/05 14:18:00+00,Sanitation Department,Inquiries,SOUTH HULL ST,3,Closed,2021/01/05 14:18:00+00,Call Center,32.361213,-86.303044,2021,{FA18673C-BD0B-4358-8C6B-8E9EC380F409},,,,
,,176,317821,2021/01/05 14:19:00+00,Sanitation Department,Inquiries,,,Closed,2021/01/05 14:19:00+00,Call Center,0,0,2021,{3724B4F9-CC62-424A-A2EE-2CFF195EF18A},,,,
535701.104182746,657831.550219074,177,317822,2021/01/05 14:24:00+00,Building Maintenance,COM Plumbing,5995 CHRISTY LN,6,Closed,2021/01/05 16:21:00+00,Call Center,32.307856,-86.2232342,2021,{515567F4-05C1-4D10-99FA-A5B6EB4A4974},,,,
507937.477951579,663341.109409906,178,317823,2021/01/05 14:27:00+00,Code Enforcement,Nuisance,250 W Fleming Rd,5,Closed,2021/01/07 17:00:00+00,Report2Gov Android,32.3226902,-86.3131718,2021,{F4E54B18-536D-41DC-8029-8570B2B493D2},,,,
512101.200595245,669149.230667658,179,317824,2021/01/05 14:33:00+00,Code Enforcement,Nuisance,3560 NORMAN BRIDGE RD,7,Closed,2021/01/06 19:59:00+00,Report2Gov Android,32.3387051,-86.2997755,2021,{2A2A4E8D-6C18-40C5-8589-5EB45DA26F2F},,,,
508759.646582831,669262.728472158,180,317825,2021/01/05 14:44:00+00,Sanitation Department,Request A New Container,205 NATIONAL ST,7,Closed,2021/01/14 14:08:00+00,Call Center,32.3389766,-86.3105958,2021,{1C0FE9EB-7056-40EA-AF43-5EB347FA9B56},,,,
,,181,317826,2021/01/05 14:47:00+00,FAQ,Ask 3-1-1,,,Closed,2021/01/05 14:47:00+00,Call Center,0,0,2021,{79E93DDA-0B65-41A3-8A28-79B8F0B941D3},,,,
,,182,317827,2021/01/05 14:52:00+00,Sanitation Department,Inquiries,,,Closed,2021/01/05 14:52:00+00,Call Center,0,0,2021,{080DC97A-4DF9-467E-B804-0F983B6166B0},,,,
,,183,317828,2021/01/05 14:54:00+00,Sanitation Department,Inquiries,,,Closed,2021/01/05 14:54:00+00,Call Center,0,0,2021,{D155B912-7204-445D-980E-A004560FF291},,,,
,,184,317829,2021/01/05 14:54:00+00,FAQ,FAQ-City Hall ,,,Closed,2021/01/05 14:54:00+00,Call Center,0,0,2021,{113D60A4-B2B3-4444-953C-B24E0B48702A},,,,
,,185,317830,2021/01/05 14:57:00+00,Building Maintenance,Fire Upholstery,,,Closed,2021/01/05 17:47:00+00,Call Center,0,0,2021,{AB6817F4-650F-4828-8463-31EB228940D4},,,,
517649.003147911,684637.701987237,186,317831,2021/01/05 14:57:00+00,Sanitation Department,Missing Trash Container,23 N California St,3,Closed,2021/01/14 13:43:00+00,Call Center,32.3813422,-86.282024,2021,{56E23989-15E8-453D-ACE5-930AA7545C6D},,,,
520476.57492058,686743.175138488,187,317832,2021/01/05 15:00:00+00,Urban Forestry,Tree Issues On City R.O.W.,603 FEDERAL DR,3,Closed,2021/01/07 15:26:00+00,Call Center,32.3871616,-86.2728931,2021,{4B3369BE-9B1D-4E5A-9239-BEF9BA304786},,,,
504807.838541579,669576.940770239,188,317833,2021/01/05 15:06:00+00,Code Enforcement,Parking On Front Lawn,3673 OAK ST,7,Closed,2021/01/07 16:57:00+00,Call Center,32.3397912,-86.3233949,2021,{3B256B33-C88D-4474-AACC-A6BA7A563E8D},,,,
536553.330168579,667943.384982236,189,317834,2021/01/05 15:12:00+00,Street Maintenance,Clean Inlets,5831 BRIDLE PATH LN,8,Closed,2021/01/08 14:17:00+00,Call Center,32.3356585,-86.2205942,2021,{194F9F08-0C31-4DBB-93CF-E8BA66D73FEF},,,,
,,190,317835,2021/01/05 15:20:00+00,FAQ,Ask 3-1-1,,,Closed,2021/01/05 15:20:00+00,Call Center,0,0,2021,{4ED17B6B-8AC0-4709-8E0E-7FCF6C7472AB},,,,
484705.408274081,660608.57025557,191,317836,2021/01/05 15:39:00+00,Code Enforcement,Nuisance,BREWER RD,4,Closed,2021/01/12 14:21:00+00,Call Center,32.3148712,-86.3883286,2021,{B2E11ECC-5C93-4129-8C06-E6AA9B2DC157},,,,
485070.397373494,660397.448630571,192,317837,2021/01/05 15:41:00+00,Sanitation Department,Exchange Damage Container,4335 DANNELLY DR,4,Closed,2021/01/08 13:16:00+00,Call Center,32.3142961,-86.3871437,2021,{25551C3E-64D9-49BD-BE5E-3D91CF5DC161},,,,
519445.673110995,671341.93035049,193,317838,2021/01/05 15:52:00+00,Inspections Department,Permits,2196 ALLENDALE RD,7,Closed,2021/04/26 20:15:00+00,Call Center,32.3448177,-86.2760262,2021,{19AA6EFA-7FA3-4F64-9E6F-EA79B2628312},,,,
,,194,317839,2021/01/05 15:53:00+00,FAQ,Ask 3-1-1,,,Closed,2021/01/05 15:53:00+00,Call Center,0,0,2021,{E9831A24-E783-4907-BFB4-27A15CAE4EFF},,,,
519445.673110995,671341.93035049,195,317840,2021/01/05 15:54:00+00,Street Maintenance,Clean Inlets,2196 ALLENDALE RD,7,Closed,2021/01/08 14:17:00+00,Call Center,32.3448177,-86.2760262,2021,{801AE0F0-1234-45AC-B0F5-57CC008EFB17},,,,
,,196,317841,2021/01/05 15:56:00+00,Sanitation Department,Inquiries,,,Closed,2021/01/05 15:56:00+00,Call Center,0,0,2021,{99A310AF-8600-4D22-94BB-6B465932C128},,,,
519445.673110995,671341.93035049,197,317842,2021/01/05 15:56:00+00,Street Maintenance,Curb and Gutter Lines- Concrete Repair,2196 ALLENDALE RD,7,In Progress,,Call Center,32.3448177,-86.2760262,2021,{691A2EDA-85B0-44DD-AB4F-DB3ADA666CDE},,,,
537771.662049495,677216.644650906,198,317843,2021/01/05 16:01:00+00,Sanitation Department,Garbage/Debris Dumping ( For debris that have been dumped mainly in downtown Montgomery along the r.o.w),ANN ST,5,Closed,2021/01/08 13:31:00+00,Call Center,32.3611595,-86.2167573,2021,{7772CE90-9FF6-4672-9352-5FA48E403D9D},,,,
516234.436423246,660597.583400905,199,317844,2021/01/05 16:01:00+00,Sanitation Department,Leaves and Debris Pick up,1158 BASSETT DR,5,Closed,2021/01/08 20:55:00+00,Call Center,32.3152485,-86.2862766,2021,{C594717B-4889-4051-BB4D-1F4491ED31E5},,,,
561719.675833162,661349.290230826,200,317845,2021/01/05 16:09:00+00,Sanitation Department,Leaves and Debris Pick up,RAY THORINGTON RD,8,Closed,2021/01/11 17:31:00+00,Website,32.3177572,-86.1390557,2021,{7A0AF5F3-4665-468F-A663-FD520CF3228C},,,,
492181.521274578,668687.839201987,201,317846,2021/01/05 16:12:00+00,Code Enforcement,Nuisance,3341 PILGRIM ST,4,Closed,2021/01/08 12:59:00+00,Call Center,32.337182,-86.36426,2021,{7D09B49D-771D-4F44-B966-F0C0C29E6B78},,,,
541438.495923162,672596.073183402,202,317847,2021/01/05 16:15:00+00,Traffic Engineering,Rumble Strips**DO NOT USE***,1836 WOODMERE LOOP,9,Closed,2021/01/07 19:45:00+00,Call Center,32.3484947,-86.2048305,2021,{73C49ED4-4128-42A4-8BCF-249C8B7351DA},,,,
509497.089333661,683812.461183652,203,317848,2021/01/05 16:29:00+00,Building Maintenance,COM Carpentry,35 MONROE ST,3,Closed,2021/01/11 13:19:00+00,Call Center,32.3789772,-86.3084173,2021,{535FD50F-6BD7-4D7B-B637-DF07A08B0891},,,,
529014.150365081,689221.361783154,204,317849,2021/01/05 16:30:00+00,Sanitation Department,Inquiries,DALRAIDA RD,2,Closed,2021/01/05 16:30:00+00,Call Center,32.3940666,-86.2452677,2021,{0B5BEE99-9199-4C7B-AB83-EBA850D32AFD},,,,
,,205,317850,2021/01/05 16:31:00+00,FAQ,Ask 3-1-1,,,Closed,2021/01/05 16:31:00+00,Call Center,0,0,2021,{1809FD66-25AF-4BEE-8F1F-5D4372E15AB7},,,,
,,206,317851,2021/01/05 16:35:00+00,FAQ,Ask 3-1-1,,,Closed,2021/01/05 16:35:00+00,Call Center,0,0,2021,{146C8AE9-68B7-4522-A857-DC2202CC5ED6},,,,
521717.024539411,663595.336591743,207,317852,2021/01/05 16:38:00+00,Sanitation Department,Exchange Damage Container,2354 ELSMEADE DR,6,Closed,2021/01/11 20:28:00+00,Call Center,32.3235507,-86.26857,2021,{ABD81B1D-8B1A-481D-8CBF-ACA5E86DD1F0},,,,
512763.971579414,684992.939137653,208,317853,2021/01/05 16:46:00+00,Street Maintenance,Fallen Trees and Limbs,829 COLUMBUS ST,3,Closed,2022/04/18 15:30:00+00,Call Center,32.3822613,-86.2978523,2021,{FDEFAA09-1363-484D-A440-87042C01FBD5},,,,
513302.520042997,680934.628356658,209,317854,2021/01/05 16:47:00+00,Street Maintenance,Fallen Trees and Limbs,437 SOUTH JACKSON ST,3,Closed,2022/01/19 20:05:00+00,Call Center,32.371113,-86.296051,2021,{6503F5AB-EEA0-4730-B777-B0EB3712A5E4},,,,
513595.712041911,680446.789437324,210,317855,2021/01/05 16:50:00+00,Street Maintenance,Fallen Trees and Limbs,1011 GROVE ST,3,Closed,2022/01/19 20:56:00+00,Call Center,32.3697756,-86.2950946,2021,{A1CE997F-CF91-44A0-8F45-E5C476E650A5},,,,
,,211,317856,2021/01/05 16:51:00+00,Sanitation Department,Inquiries,,,Closed,2021/01/05 16:51:00+00,Call Center,0,0,2021,{33F7C61F-B0D3-4EA9-98A1-A534CC60F98C},,,,
513815.348413661,684376.226460323,212,317857,2021/01/05 17:00:00+00,Building Maintenance,COM Plumbing,1001 MADISON AVE,3,Closed,2021/01/05 19:54:00+00,Call Center,32.3805787,-86.2944381,2021,{DBF056B0-556C-4F8C-9276-FAC285E82911},,,,
